Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
21,Adriano\Adriano,br BRA,DFMF,Barcelona,es La Liga,29,1984,16,10,962,10.7,0,1,0,0,0,2,0,0.00,0.09,0.09,0.00,0.09,Matches
22,Aritz Aduriz\Aritz-Aduriz,es ESP,FW,Athletic Club,es La Liga,33,1981,31,30,2579,28.7,18,3,13,5,5,12,0,0.63,0.10,0.73,0.45,0.56,Matches
23,Kossi Agassa\Kossi-Agassa,tg TOG,GK,Reims,fr Ligue 1,36,1978,17,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
24,Gabby Agbonlahor\Gabby-Agbonlahor,eng ENG,FWMF,Aston Villa,eng Premier League,27,1986,34,30,2693,29.9,6,1,6,0,0,7,1,0.20,0.03,0.23,0.20,0.23,Matches
25,Imanol Agirretxe\Imanol-Agirretxe,es ESP,FW,Real Sociedad,es La Liga,27,1987,31,21,1946,21.6,7,1,7,0,0,2,0,0.32,0.05,0.37,0.32,0.37,Matches
26,Federico Agliardi\Federico-Agliardi,it ITA,GK,Cesena,it Serie A,31,1983,10,9,870,9.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
27,Alessandro Agostini\Alessandro-Agostini,it ITA,DF,Hellas Verona,it Serie A,35,1979,22,21,1911,21.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
28,Sergio Agüero\Sergio-Aguero,ar ARG,FW,Manchester City,eng Premier League,26,1988,33,30,2531,28.1,26,8,21,5,6,4,0,0.92,0.28,1.21,0.75,1.03,Matches
29,Abel Aguilar\Abel-Aguilar,co COL,MF,Toulouse,fr Ligue 1,29,1985,21,18,1663,18.5,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches
30,Rodrigo Aguirre\Rodrigo-Aguirre,uy URU,FW,Empoli,it Serie A,19,1994,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
31,Rodrigo Aguirre\Rodrigo-Aguirre,uy URU,FW,Udinese,it Serie A,19,1994,7,1,222,2.5,1,0,1,0,0,2,0,0.41,0.00,0.41,0.41,0.41,Matches
32,Emmanuel Agyemang-Badu\Emmanuel-Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,23,1990,27,20,1874,20.8,1,1,1,0,0,5,1,0.05,0.05,0.10,0.05,0.10,Matches
33,Ali Ahamada\Ali-Ahamada,km COM,GK,Toulouse,fr Ligue 1,22,1991,23,23,2070,23.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
34,Stefan Aigner\Stefan-Aigner,de GER,FWMF,Eint Frankfurt,de Bundesliga,26,1987,28,23,2088,23.2,9,0,9,0,0,8,0,0.39,0.00,0.39,0.39,0.39,Matches
35,Nathan Aké\Nathan-Ake,nl NED,DFMF,Chelsea,eng Premier League,19,1995,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
36,Ager Aketxe\Ager-Aketxe,es ESP,MF,Athletic Club,es La Liga,20,1993,8,3,299,3.3,1,1,1,0,0,1,0,0.30,0.30,0.60,0.30,0.60,Matches
37,Jean-Daniel Akpa-Akpro\Jean-Daniel-Akpa-Akpro,ci CIV,DFMF,Toulouse,fr Ligue 1,21,1992,32,25,2415,26.8,2,3,2,0,0,5,0,0.07,0.11,0.19,0.07,0.19,Matches
38,Chuba Akpom\Chuba-Akpom,eng ENG,FW,Arsenal,eng Premier League,18,1995,3,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
39,David Alaba\David-Alaba,at AUT,DFMF,Bayern Munich,de Bundesliga,22,1992,19,19,1665,18.5,2,1,2,0,0,0,0,0.11,0.05,0.16,0.11,0.16,Matches
40,Jordi Alba\Jordi-Alba,es ESP,DFMF,Barcelona,es La Liga,25,1989,27,27,2329,25.9,1,3,1,0,0,7,1,0.04,0.12,0.15,0.04,0.15,Matches
41,Edu Albácar\Edu-Albacar,es ESP,DF,Elche,es La Liga,34,1979,18,16,1436,16.0,3,3,2,1,1,7,0,0.19,0.19,0.38,0.13,0.31,Matches
42,Raúl Albentosa\Raul-Albentosa,es ESP,DF,Eibar,es La Liga,25,1988,17,17,1530,17.0,2,2,2,0,0,5,0,0.12,0.12,0.24,0.12,0.24,Matches
43,Luis Alberto\Luis-Alberto,es ESP,FWMF,Málaga,es La Liga,21,1992,15,6,582,6.5,2,1,2,0,1,0,0,0.31,0.15,0.46,0.31,0.46,Matches
44,Raúl Albiol\Raul-Albiol,es ESP,DF,Napoli,it Serie A,28,1985,35,34,3100,34.4,0,1,0,0,0,10,0,0.00,0.03,0.03,0.00,0.03,Matches
45,Miiko Albornoz\Miiko-Albornoz,cl CHI,DFMF,Hannover 96,de Bundesliga,23,1990,28,25,2185,24.3,0,3,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches
46,Marc Albrighton\Marc-Albrighton,eng ENG,FWMF,Leicester City,eng Premier League,24,1989,18,10,1031,11.5,2,3,2,0,0,3,0,0.17,0.26,0.44,0.17,0.44,Matches
47,Mads Albæk\Mads-Albaek,dk DEN,MF,Reims,fr Ligue 1,24,1990,12,8,646,7.2,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
48,Paco Alcácer\Paco-Alcacer,es ESP,FW,Valencia,es La Liga,20,1993,32,26,2155,23.9,11,5,11,0,0,2,1,0.46,0.21,0.67,0.46,0.67,Matches
49,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,Bayern Munich,de Bundesliga,23,1991,7,2,285,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
50,Antolín Alcaraz\Antolin-Alcaraz,py PAR,DF,Everton,eng Premier League,32,1982,8,6,527,5.9,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
51,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Southampton,eng Premier League,25,1989,26,26,2261,25.1,1,0,1,0,0,3,0,0.04,0.00,0.04,0.04,0.04,Matches
52,Romain Alessandrini\Romain-Alessandrini,fr FRA,FWMF,Marseille,fr Ligue 1,25,1989,26,13,1264,14.0,3,4,3,0,0,1,0,0.21,0.28,0.50,0.21,0.50,Matches
53,Alex\Alex,br BRA,DF,Milan,it Serie A,32,1982,21,18,1394,15.5,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches
54,Alexis\Alexis,es ESP,DF,Getafe,es La Liga,28,1985,29,28,2507,27.9,1,1,1,0,0,13,1,0.04,0.04,0.07,0.04,0.07,Matches
55,Chaker Alhadhur\Chaker-Alhadhur,km COM,DFMF,Nantes,fr Ligue 1,22,1991,15,12,1103,12.3,0,0,0,0,1,3,1,0.00,0.00,0.00,0.00,0.00,Matches
56,Rachid Alioui\Rachid-Alioui,ma MAR,FW,Guingamp,fr Ligue 1,22,1992,7,2,213,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
57,Sami Allagui\Sami-Allagui,tn TUN,FWMF,Mainz 05,de Bundesliga,28,1986,19,9,807,9.0,2,0,2,0,0,4,0,0.22,0.00,0.22,0.22,0.22,Matches
58,Sami Allagui\Sami-Allagui,tn TUN,FWMF,Hertha BSC,de Bundesliga,28,1986,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
59,Allan\Allan,br BRA,DFMF,Udinese,it Serie A,23,1991,35,33,3001,33.3,1,5,1,0,0,8,0,0.03,0.15,0.18,0.03,0.18,Matches
60,Joe Allen\Joe-Allen,wls WAL,MF,Liverpool,eng Premier League,24,1990,21,16,1470,16.3,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches
61,Hugo Almeida\Hugo-Almeida,pt POR,FW,Cesena,it Serie A,30,1984,10,7,684,7.6,0,1,0,0,0,0,0,0.00,0.13,0.13,0.00,0.13,Matches
62,Jak Alnwick\Jak-Alnwick,eng ENG,GK,Newcastle Utd,eng Premier League,21,1993,6,5,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
63,Baptiste Aloé\Baptiste-Aloe,fr FRA,DF,Marseille,fr Ligue 1,20,1994,14,4,461,5.1,1,0,1,0,0,2,0,0.20,0.00,0.20,0.20,0.20,Matches
64,Marcos Alonso\Marcos-Alonso,es ESP,DFMF,Fiorentina,it Serie A,23,1990,22,19,1681,18.7,1,3,1,0,0,4,0,0.05,0.16,0.21,0.05,0.21,Matches
65,Xabi Alonso\Xabi-Alonso,es ESP,MF,Bayern Munich,de Bundesliga,32,1981,26,24,1963,21.8,2,3,2,0,0,6,0,0.09,0.14,0.23,0.09,0.23,Matches
66,Jozy Altidore\Jozy-Altidore,us USA,FW,Sunderland,eng Premier League,24,1989,11,2,311,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
67,Halil Alt?ntop\Halil-Altintop,tr TUR,FWMF,Augsburg,de Bundesliga,31,1982,31,30,2460,27.3,3,5,3,0,0,1,0,0.11,0.18,0.29,0.11,0.29,Matches
68,Sone Aluko\Sone-Aluko,ng NGA,FWMF,Hull City,eng Premier League,25,1989,25,13,1242,13.8,1,0,1,0,0,2,0,0.07,0.00,0.07,0.07,0.07,Matches
69,Cristian Álvarez\Cristian-Alvarez,ar ARG,GK,Rayo Vallecano,es La Liga,28,1985,17,16,1440,16.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
70,Ricky Álvarez\Ricky-Alvarez,ar ARG,MF,Sunderland,eng Premier League,26,1988,13,5,497,5.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
71,Sergio Álvarez\Sergio-Alvarez,es ESP,GK,Celta Vigo,es La Liga,27,1986,38,38,3350,37.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
72,Víctor Álvarez\Victor-Alvarez,es ESP,DFMF,Espanyol,es La Liga,21,1993,18,15,1224,13.6,0,2,0,0,0,4,0,0.00,0.15,0.15,0.00,0.15,Matches
73,Dani Alves\Dani-Alves,br BRA,DFMF,Barcelona,es La Liga,31,1983,30,29,2517,28.0,0,6,0,0,0,6,1,0.00,0.21,0.21,0.00,0.21,Matches
74,Diego Alves\Diego-Alves,br BRA,GK,Valencia,es La Liga,29,1985,37,37,3311,36.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
75,Morgan Amalfitano\Morgan-Amalfitano,fr FRA,MF,West Ham,eng Premier League,29,1985,24,14,1184,13.2,3,1,3,0,0,3,0,0.23,0.08,0.30,0.23,0.30,Matches
76,Jordi Amat\Jordi-Amat,es ESP,DF,Swansea City,eng Premier League,22,1992,10,7,588,6.5,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
77,Amauri\Amauri,it ITA,FW,Parma,it Serie A,34,1980,1,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
78,Amauri\Amauri,it ITA,FW,Torino,it Serie A,34,1980,20,7,864,9.6,1,0,1,0,0,4,0,0.10,0.00,0.10,0.10,0.10,Matches
79,Jordan Amavi\Jordan-Amavi,fr FRA,DF,Nice,fr Ligue 1,20,1994,36,36,3232,35.9,4,0,4,0,0,11,0,0.11,0.00,0.11,0.11,0.11,Matches
80,Antonio Amaya\Antonio-Amaya,es ESP,DF,Rayo Vallecano,es La Liga,31,1983,19,19,1587,17.6,1,0,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,Matches
81,Sammy Ameobi\Sammy-Ameobi,eng ENG,FWMF,Newcastle Utd,eng Premier League,22,1992,25,15,1418,15.8,2,2,2,0,0,2,0,0.13,0.13,0.25,0.13,0.25,Matches
82,Shola Ameobi\Shola-Ameobi,ng NGA,FW,Crystal Palace,eng Premier League,32,1981,4,0,42,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
83,Nadiem Amiri\Nadiem-Amiri,de GER,MF,Hoffenheim,de Bundesliga,17,1996,7,4,330,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
84,Nordin Amrabat\Nordin-Amrabat,ma MAR,FWMF,Málaga,es La Liga,27,1987,31,20,2048,22.8,6,4,3,3,4,7,0,0.26,0.18,0.44,0.13,0.31,Matches
85,Anderson\Anderson,br BRA,MF,Manchester Utd,eng Premier League,26,1988,1,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
86,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,Lazio,it Serie A,21,1993,32,23,2094,23.3,10,6,10,0,0,5,0,0.43,0.26,0.69,0.43,0.69,Matches
87,Florin Andone\Florin-Andone,ro ROU,FW,Córdoba,es La Liga,21,1993,20,17,1519,16.9,5,0,5,0,0,5,0,0.30,0.00,0.30,0.30,0.30,Matches
88,Gaël Andonian\Gael-Andonian,am ARM,DF,Marseille,fr Ligue 1,19,1995,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
89,Federico Andrada\Federico-Andrada,ar ARG,FW,Metz,fr Ligue 1,20,1994,12,2,292,3.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
90,Benjamin André\Benjamin-Andre,fr FRA,DFMF,Rennes,fr Ligue 1,23,1990,22,16,1362,15.1,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
91,Leon Andreasen\Leon-Andreasen,dk DEN,DFMF,Hannover 96,de Bundesliga,31,1983,17,11,965,10.7,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches
92,Marco Andreolli\Marco-Andreolli,it ITA,DF,Inter,it Serie A,28,1986,6,5,447,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
93,Mariano Andújar\Mariano-Andujar,ar ARG,GK,Napoli,it Serie A,31,1983,15,15,1350,15.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
94,José Ángel Alonso\Jose-Angel-Alonso,es ESP,DF,Elche,es La Liga,25,1989,13,8,663,7.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
95,José Ángel Crespo\Jose-Angel-Crespo,es ESP,DF,Córdoba,es La Liga,27,1987,27,26,2163,24.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
96,Miguel Ángel Moyá\Miguel-Angel-Moya,es ESP,GK,Atlético Madrid,es La Liga,30,1984,27,27,2430,27.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
97,Marcos Angeleri\Marcos-Angeleri,ar ARG,DF,Málaga,es La Liga,31,1983,22,21,1880,20.9,0,0,0,0,0,4,2,0.00,0.00,0.00,0.00,0.00,Matches
98,Benjamin Angoua\Benjamin-Angoua,ci CIV,DF,Guingamp,fr Ligue 1,27,1986,21,16,1539,17.1,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,Matches
99,Aldo Angoula\Aldo-Angoula,fr FRA,DF,Evian,fr Ligue 1,33,1981,8,7,587,6.5,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
100,Txema Añibarro\Txema-Anibarro,es ESP,DFMF,Eibar,es La Liga,35,1979,15,12,1146,12.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
101,Victor Anichebe\Victor-Anichebe,ng NGA,FW,West Brom,eng Premier League,26,1988,21,11,1035,11.5,3,1,3,0,0,0,0,0.26,0.09,0.35,0.26,0.35,Matches
102,Vurnon Anita\Vurnon-Anita,cw CUW,DFMF,Newcastle Utd,eng Premier League,25,1989,19,17,1266,14.1,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
103,Cristian Ansaldi\Cristian-Ansaldi,ar ARG,DFMF,Atlético Madrid,es La Liga,27,1986,7,6,578,6.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
104,Ion Ansotegi\Ion-Ansotegi,es ESP,DF,Real Sociedad,es La Liga,32,1982,19,19,1710,19.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
105,Luca Antei\Luca-Antei,it ITA,DF,Sassuolo,it Serie A,22,1992,8,5,515,5.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
106,Luca Antonelli\Luca-Antonelli,it ITA,DFMF,Milan,it Serie A,27,1987,12,12,1056,11.7,1,0,1,0,0,2,0,0.09,0.00,0.09,0.09,0.09,Matches
107,Luca Antonelli\Luca-Antonelli,it ITA,DFMF,Genoa,it Serie A,27,1987,19,18,1640,18.2,3,1,3,0,0,4,0,0.16,0.05,0.22,0.16,0.22,Matches
108,Luca Antonini\Luca-Antonini,it ITA,DFMF,Genoa,it Serie A,31,1982,7,3,348,3.9,1,0,1,0,0,1,0,0.26,0.00,0.26,0.26,0.26,Matches
109,José Antonio Reyes\Jose-Antonio-Reyes,es ESP,MF,Sevilla,es La Liga,30,1983,19,15,1218,13.5,3,4,3,0,0,5,0,0.22,0.30,0.52,0.22,0.52,Matches
110,Vitorino Antunes\Vitorino-Antunes,pt POR,DF,Málaga,es La Liga,27,1987,15,15,1319,14.7,0,2,0,0,0,1,1,0.00,0.14,0.14,0.00,0.14,Matches
111,Siniša An?elkovi?\Sinisa-Andjelkovic,si SVN,DF,Palermo,it Serie A,28,1986,32,32,2819,31.3,0,0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,Matches
112,Dennis Aogo\Dennis-Aogo,de GER,DFMF,Schalke 04,de Bundesliga,27,1987,25,20,1974,21.9,0,1,0,0,0,8,0,0.00,0.05,0.05,0.00,0.05,Matches
113,Dennis Appiah\Dennis-Appiah,fr FRA,DFMF,Caen,fr Ligue 1,22,1992,30,29,2571,28.6,0,2,0,0,0,3,1,0.00,0.07,0.07,0.00,0.07,Matches
114,Alberto Aquilani\Alberto-Aquilani,it ITA,MF,Fiorentina,it Serie A,30,1984,25,17,1613,17.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
115,Javier Aquino\Javier-Aquino,mx MEX,MF,Rayo Vallecano,es La Liga,24,1990,24,13,1270,14.1,0,2,0,0,0,2,2,0.00,0.14,0.14,0.00,0.14,Matches
116,Youssef El-Arabi\Youssef-El-Arabi,ma MAR,FW,Granada,es La Liga,27,1987,28,24,1977,22.0,8,2,4,4,4,4,1,0.36,0.09,0.46,0.18,0.27,Matches
117,Álvaro Arbeloa\Alvaro-Arbeloa,es ESP,DF,Real Madrid,es La Liga,31,1983,22,12,1121,12.5,1,4,1,0,0,7,0,0.08,0.32,0.40,0.08,0.40,Matches
118,Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Espanyol,es La Liga,27,1987,28,25,2234,24.8,1,1,1,0,0,10,1,0.04,0.04,0.08,0.04,0.08,Matches
119,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Bastia,fr Ligue 1,21,1993,35,35,3150,35.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
120,Scott Arfield\Scott-Arfield,ca CAN,MF,Burnley,eng Premier League,25,1988,37,36,3202,35.6,2,2,2,0,1,6,0,0.06,0.06,0.11,0.06,0.11,Matches
121,Lorenzo Ariaudo\Lorenzo-Ariaudo,it ITA,DF,Sassuolo,it Serie A,25,1989,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
122,Fernando Aristeguieta\Fernando-Aristeguieta,ve VEN,FW,Nantes,fr Ligue 1,22,1992,6,2,171,1.9,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
123,Sylvain Armand\Sylvain-Armand,fr FRA,DF,Rennes,fr Ligue 1,33,1980,36,36,3240,36.0,1,0,1,0,0,4,0,0.03,0.00,0.03,0.03,0.03,Matches
124,Pablo Armero\Pablo-Armero,co COL,DFMF,Milan,it Serie A,27,1986,8,6,589,6.5,0,1,0,0,0,2,1,0.00,0.15,0.15,0.00,0.15,Matches
125,Adam Armstrong\Adam-Armstrong,eng ENG,FWMF,Newcastle Utd,eng Premier League,17,1997,11,1,211,2.3,0,1,0,0,0,1,0,0.00,0.43,0.43,0.00,0.43,Matches
126,Marko Arnautovi?\Marko-Arnautovic,at AUT,FWMF,Stoke City,eng Premier League,25,1989,29,20,1918,21.3,1,5,1,0,0,2,0,0.05,0.23,0.28,0.05,0.28,Matches
127,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,20,1994,27,17,1669,18.5,4,2,4,0,0,8,0,0.22,0.11,0.32,0.22,0.32,Matches
128,Mario Arqués\Mario-Arques,es ESP,MF,Elche,es La Liga,22,1992,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
129,Alejandro Arribas\Alejandro-Arribas,es ESP,DF,Sevilla,es La Liga,25,1989,11,10,864,9.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
130,Álvaro Arroyo\Alvaro-Arroyo,es ESP,DF,Getafe,es La Liga,26,1988,12,10,891,9.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
131,Mikel Arruabarrena\Mikel-Arruabarrena,es ESP,FW,Eibar,es La Liga,31,1983,34,29,2539,28.2,9,3,7,2,2,10,0,0.32,0.11,0.43,0.25,0.35,Matches
132,Tolgay Arslan\Tolgay-Arslan,de GER,MF,Hamburger SV,de Bundesliga,23,1990,13,8,650,7.2,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches
133,Mikel Arteta\Mikel-Arteta,es ESP,MF,Arsenal,eng Premier League,32,1982,7,6,447,5.0,0,1,0,0,0,1,0,0.00,0.20,0.20,0.00,0.20,Matches
134,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DFMF,Juventus,it Serie A,25,1988,7,7,620,6.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
135,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,25,1989,34,34,3053,33.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
136,Iago Aspas\Iago-Aspas,es ESP,FWMF,Sevilla,es La Liga,26,1987,16,4,461,5.1,2,1,2,0,0,2,0,0.39,0.20,0.59,0.39,0.59,Matches
137,Oussama Assaidi\Oussama-Assaidi,ma MAR,FWMF,Stoke City,eng Premier League,25,1988,9,1,231,2.6,0,1,0,0,0,1,0,0.00,0.39,0.39,0.00,0.39,Matches
138,Davide Astori\Davide-Astori,it ITA,DF,Roma,it Serie A,27,1987,24,22,2040,22.7,1,0,1,0,0,10,0,0.04,0.00,0.04,0.04,0.04,Matches
139,Eliran Atar\Eliran-Atar,il ISR,FW,Reims,fr Ligue 1,27,1987,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
140,Samuel Atrous\Samuel-Atrous,fr FRA,GK,Lens,fr Ligue 1,24,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
141,Christian Atsu\Christian-Atsu,gh GHA,FWMF,Everton,eng Premier League,22,1992,5,1,113,1.3,0,1,0,0,0,0,0,0.00,0.80,0.80,0.00,0.80,Matches
142,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Dortmund,de Bundesliga,25,1989,33,31,2714,30.2,16,6,14,2,2,4,0,0.53,0.20,0.73,0.46,0.66,Matches
