Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
32,Gabby Agbonlahor\Gabby-Agbonlahor,eng ENG,FWMF,Aston Villa,eng Premier League,23,1986,26,17,1602,17.8,3,1,3,0,0,3,0,0.17,0.06,0.22,0.17,0.22,Matches
33,Daniel Agger\Daniel-Agger,dk DEN,DF,Liverpool,eng Premier League,25,1984,16,12,1092,12.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
34,Sendoa Agirre\Sendoa-Agirre,es ESP,MF,Hércules,es La Liga,34,1975,23,7,793,8.8,3,1,3,0,0,1,0,0.34,0.11,0.45,0.34,0.45,Matches
35,Imanol Agirretxe\Imanol-Agirretxe,es ESP,FW,Real Sociedad,es La Liga,23,1987,11,1,214,2.4,3,0,3,0,0,0,0,1.26,0,1.26,1.26,1.26,Matches
36,Alessandro Agostini\Alessandro-Agostini,it ITA,DF,Cagliari,it Serie A,31,1979,34,34,2947,32.7,0,1,0,0,0,5,0,0,0.03,0.03,0,0.03,Matches
37,Sergio Agüero\Sergio-Aguero,ar ARG,FW,Atlético Madrid,es La Liga,22,1988,32,31,2662,29.6,20,3,19,1,1,6,0,0.68,0.1,0.78,0.64,0.74,Matches
38,Abel Aguilar\Abel-Aguilar,co COL,MF,Hércules,es La Liga,25,1985,34,33,2862,31.8,0,1,0,0,0,11,1,0,0.03,0.03,0,0.03,Matches
39,Emmanuel Agyemang-Badu\Emmanuel-Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,19,1990,8,2,206,2.3,0,0,0,0,0,2,0,0,0,0,0,0,Matches
40,Ali Ahamada\Ali-Ahamada,km COM,GK,Toulouse,fr Ligue 1,18,1991,9,8,726,8.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
41,Karim Aït-Fana\Karim-Ait-Fana,ma MAR,FWMF,Montpellier,fr Ligue 1,21,1989,19,9,990,11,0,1,0,0,0,2,0,0,0.09,0.09,0,0.09,Matches
42,Yakubu Aiyegbeni\Yakubu-Aiyegbeni,ng NGA,FW,Everton,eng Premier League,27,1982,14,7,668,7.4,1,1,1,0,0,0,0,0.13,0.13,0.27,0.13,0.27,Matches
43,Kanga Akalé\Kanga-Akale,ci CIV,FWMF,Lens,fr Ligue 1,29,1981,30,21,1792,19.9,3,3,3,0,0,2,0,0.15,0.15,0.3,0.15,0.3,Matches
44,David Alaba\David-Alaba,at AUT,DFMF,Bayern Munich,de Bundesliga,18,1992,2,0,24,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
45,David Alaba\David-Alaba,at AUT,DFMF,Hoffenheim,de Bundesliga,18,1992,17,17,1530,17,2,1,2,0,0,3,0,0.12,0.06,0.18,0.12,0.18,Matches
46,Jordi Alba\Jordi-Alba,es ESP,DFMF,Valencia,es La Liga,21,1989,27,14,1428,15.9,2,1,2,0,0,6,0,0.13,0.06,0.19,0.13,0.19,Matches
47,Unai Alba\Unai-Alba,es ESP,GK,Hércules,es La Liga,32,1978,2,1,101,1.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
48,David Albelda\David-Albelda,es ESP,DFMF,Valencia,es La Liga,32,1977,16,12,1044,11.6,0,1,0,0,0,8,1,0,0.09,0.09,0,0.09,Matches
49,Luis Alberto\Luis-Alberto,es ESP,FWMF,Sevilla,es La Liga,17,1992,1,0,29,0.3,0,0,0,0,0,0,0,0,0,0,0,0,Matches
50,Raúl Albiol\Raul-Albiol,es ESP,DF,Real Madrid,es La Liga,24,1985,20,13,1158,12.9,0,0,0,0,0,3,1,0,0,0,0,0,Matches
51,Marc Albrighton\Marc-Albrighton,eng ENG,FWMF,Aston Villa,eng Premier League,20,1989,29,20,1799,20,5,4,5,0,0,3,0,0.25,0.2,0.45,0.25,0.45,Matches
52,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,Barcelona,es La Liga,19,1991,12,6,666,7.4,2,0,2,0,0,1,0,0.27,0,0.27,0.27,0.27,Matches
53,Antolín Alcaraz\Antolin-Alcaraz,py PAR,DF,Wigan Athletic,eng Premier League,28,1982,34,34,3029,33.7,1,1,1,0,0,7,1,0.03,0.03,0.06,0.03,0.06,Matches
54,Alex\Alex,br BRA,DF,Chelsea,eng Premier League,28,1982,15,12,1109,12.3,2,0,2,0,0,3,0,0.16,0,0.16,0.16,0.16,Matches
55,Alexis\Alexis,es ESP,DF,Sevilla,es La Liga,24,1985,21,21,1836,20.4,0,0,0,0,0,8,1,0,0,0,0,0,Matches
56,Alejandro Alfaro\Alejandro-Alfaro,es ESP,FWMF,Sevilla,es La Liga,23,1986,20,8,727,8.1,2,2,2,0,0,1,0,0.25,0.25,0.5,0.25,0.5,Matches
57,Rachid Aliaoui\Rachid-Aliaoui,fr FRA,MF,Arles-Avignon,fr Ligue 1,23,1986,1,0,6,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
58,Denis Alibec\Denis-Alibec,ro ROU,FW,Inter,it Serie A,19,1991,2,0,60,0.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
59,Sami Allagui\Sami-Allagui,tn TUN,FWMF,Mainz 05,de Bundesliga,24,1986,28,18,1568,17.4,10,3,10,0,0,1,0,0.57,0.17,0.75,0.57,0.75,Matches
60,Hugo Almeida\Hugo-Almeida,pt POR,FW,Werder Bremen,de Bundesliga,26,1984,13,7,702,7.8,9,0,9,0,0,0,1,1.15,0,1.15,1.15,1.15,Matches
61,Sergio Almirón\Sergio-Almiron,ar ARG,MF,Bari,it Serie A,29,1980,25,21,1837,20.4,0,2,0,0,0,5,0,0,0.1,0.1,0,0.1,Matches
62,Manuel Almunia\Manuel-Almunia,es ESP,GK,Arsenal,eng Premier League,33,1977,8,8,720,8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
63,Paul Alo'o\Paul-Aloo,cm CMR,FW,Nancy,fr Ligue 1,26,1983,8,3,207,2.3,2,0,2,0,0,1,0,0.87,0,0.87,0.87,0.87,Matches
64,Alejandro Alonso\Alejandro-Alonso,ar ARG,MF,Monaco,fr Ligue 1,28,1982,4,3,229,2.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
65,Alejandro Alonso\Alejandro-Alonso,ar ARG,MF,Saint-Étienne,fr Ligue 1,28,1982,14,11,873,9.7,1,1,0,1,1,1,0,0.1,0.1,0.21,0,0.1,Matches
66,Iván Alonso\Ivan-Alonso,uy URU,FW,Espanyol,es La Liga,31,1979,20,10,829,9.2,2,0,2,0,0,2,0,0.22,0,0.22,0.22,0.22,Matches
67,Marcos Alonso\Marcos-Alonso,es ESP,DFMF,Bolton,eng Premier League,19,1990,4,4,360,4,0,0,0,0,0,3,0,0,0,0,0,0,Matches
68,Xabi Alonso\Xabi-Alonso,es ESP,MF,Real Madrid,es La Liga,28,1981,34,29,2665,29.6,0,5,0,0,0,12,0,0,0.17,0.17,0,0.17,Matches
69,Jozy Altidore\Jozy-Altidore,us USA,FW,Villarreal,es La Liga,20,1989,3,0,35,0.4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
70,Halil Alt?ntop\Halil-Altintop,tr TUR,FWMF,Eint Frankfurt,de Bundesliga,27,1982,34,26,2370,26.3,0,2,0,0,0,1,0,0,0.08,0.08,0,0.08,Matches
71,Hamit Alt?ntop\Hamit-Altintop,tr TUR,DFMF,Bayern Munich,de Bundesliga,27,1982,14,8,731,8.1,2,3,2,0,0,1,0,0.25,0.37,0.62,0.25,0.62,Matches
72,Cristian Álvarez\Cristian-Alvarez,ar ARG,GK,Espanyol,es La Liga,24,1985,5,5,450,5,0,0,0,0,0,1,0,0,0,0,0,0,Matches
73,Édgar Álvarez\Edgar-Alvarez,hn HON,DFMF,Bari,it Serie A,30,1980,29,18,1885,20.9,1,1,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,Matches
74,Pablo Álvarez\Pablo-Alvarez,ar ARG,DF,Catania,it Serie A,26,1984,23,20,1739,19.3,0,0,0,0,0,5,2,0,0,0,0,0,Matches
75,Pablo Álvarez\Pablo-Alvarez,es ESP,MF,La Coruña,es La Liga,30,1980,17,3,403,4.5,1,1,1,0,0,1,1,0.22,0.22,0.45,0.22,0.45,Matches
76,Sergio Álvarez\Sergio-Alvarez,es ESP,MF,Sporting Gijón,es La Liga,18,1992,8,3,253,2.8,0,0,0,0,0,2,0,0,0,0,0,0,Matches
77,Víctor Álvarez\Victor-Alvarez,es ESP,DFMF,Espanyol,es La Liga,17,1993,1,0,5,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
78,Caio Alves\Caio-Alves,br BRA,MF,Eint Frankfurt,de Bundesliga,24,1986,27,12,1291,14.3,1,0,1,0,0,2,0,0.07,0,0.07,0.07,0.07,Matches
79,Dani Alves\Dani-Alves,br BRA,DFMF,Barcelona,es La Liga,27,1983,35,31,2905,32.3,2,14,2,0,0,10,0,0.06,0.43,0.5,0.06,0.5,Matches
80,Diego Alves\Diego-Alves,br BRA,GK,Almería,es La Liga,25,1985,33,33,2970,33,0,0,0,0,0,5,0,0,0,0,0,0,Matches
81,Morgan Amalfitano\Morgan-Amalfitano,fr FRA,MF,Lorient,fr Ligue 1,25,1985,38,38,3414,37.9,5,11,4,1,1,10,0,0.13,0.29,0.42,0.11,0.4,Matches
82,Ioannis Amanatidis\Ioannis-Amanatidis,gr GRE,FWMF,Eint Frankfurt,de Bundesliga,28,1981,19,6,631,7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
83,Luis Amaranto Perea\Luis-Amaranto-Perea,co COL,DF,Atlético Madrid,es La Liga,31,1979,28,28,2397,26.6,0,0,0,0,0,11,1,0,0,0,0,0,Matches
84,Jordi Amat\Jordi-Amat,es ESP,DF,Espanyol,es La Liga,18,1992,26,23,2152,23.9,0,0,0,0,0,9,0,0,0,0,0,0,Matches
85,Amauri\Amauri,it ITA,FW,Juventus,it Serie A,30,1980,9,5,492,5.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
86,Amauri\Amauri,it ITA,FW,Parma,it Serie A,30,1980,11,11,916,10.2,7,2,7,0,0,2,0,0.69,0.2,0.88,0.69,0.88,Matches
87,Massimo Ambrosini\Massimo-Ambrosini,it ITA,MF,Milan,it Serie A,33,1977,18,16,1382,15.4,1,2,1,0,0,5,0,0.07,0.13,0.2,0.07,0.2,Matches
88,Martin Amedick\Martin-Amedick,de GER,DF,Kaiserslautern,de Bundesliga,27,1982,26,23,2124,23.6,2,0,2,0,0,3,0,0.08,0,0.08,0.08,0.08,Matches
89,Marco Amelia\Marco-Amelia,it ITA,GK,Milan,it Serie A,28,1982,4,3,336,3.7,0,0,0,0,0,0,0,0,0,0,0,0,Matches
90,Sammy Ameobi\Sammy-Ameobi,eng ENG,FWMF,Newcastle Utd,eng Premier League,18,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
91,Shola Ameobi\Shola-Ameobi,ng NGA,FW,Newcastle Utd,eng Premier League,28,1981,28,21,1752,19.5,6,3,4,2,2,2,0,0.31,0.15,0.46,0.21,0.36,Matches
92,Fernando Amorebieta\Fernando-Amorebieta,ve VEN,DF,Athletic Club,es La Liga,25,1985,17,16,1389,15.4,0,0,0,0,0,7,1,0,0,0,0,0,Matches
93,Chadli Amri\Chadli-Amri,dz ALG,FWMF,Kaiserslautern,de Bundesliga,25,1984,6,1,190,2.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
94,Anderson\Anderson,br BRA,MF,Manchester Utd,eng Premier League,22,1988,18,14,1182,13.1,1,2,1,0,0,2,0,0.08,0.15,0.23,0.08,0.23,Matches
95,André\Andre,br BRA,FW,Bordeaux,fr Ligue 1,19,1990,8,1,179,2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
96,Marco Andreolli\Marco-Andreolli,it ITA,DF,Chievo,it Serie A,24,1986,28,27,2345,26.1,0,0,0,0,0,6,0,0,0,0,0,0,Matches
97,Yoann Andreu\Yoann-Andreu,fr FRA,DF,Saint-Étienne,fr Ligue 1,21,1989,1,0,7,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
98,Keith Andrews\Keith-Andrews,ie IRL,MF,Blackburn,eng Premier League,29,1980,5,2,229,2.5,0,0,0,0,0,0,0,0,0,0,0,0,Matches
99,Andrezinho\Andrezinho,br BRA,DF,Köln,de Bundesliga,28,1981,8,6,555,6.2,0,0,0,0,0,1,0,0,0,0,0,0,Matches
100,Mariano Andújar\Mariano-Andujar,ar ARG,GK,Catania,it Serie A,27,1983,37,37,3330,37,0,0,0,0,0,2,0,0,0,0,0,0,Matches
101,Nicolas Anelka\Nicolas-Anelka,fr FRA,FW,Chelsea,eng Premier League,31,1979,32,27,2356,26.2,6,4,6,0,0,0,0,0.23,0.15,0.38,0.23,0.38,Matches
102,Juan Ángel Albín\Juan-Angel-Albin,uy URU,FWMF,Getafe,es La Liga,24,1986,18,4,713,7.9,2,1,2,0,0,1,1,0.25,0.13,0.38,0.25,0.38,Matches
103,Miguel Ángel Moyá\Miguel-Angel-Moya,es ESP,GK,Valencia,es La Liga,26,1984,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,Matches
104,Miguel Ángel Nieto\Miguel-Angel-Nieto,es ESP,MF,Almería,es La Liga,24,1986,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
105,José Ángel\Jose-Angel,es ESP,DF,Sporting Gijón,es La Liga,20,1989,26,23,2142,23.8,0,2,0,0,0,9,1,0,0.08,0.08,0,0.08,Matches
106,Marcos Angeleri\Marcos-Angeleri,ar ARG,DF,Sunderland,eng Premier League,27,1983,2,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
107,Gabriele Angella\Gabriele-Angella,it ITA,DF,Udinese,it Serie A,21,1989,8,1,232,2.6,0,0,0,0,0,0,1,0,0,0,0,0,Matches
108,Ângelo\Angelo,br BRA,DFMF,Parma,it Serie A,29,1981,21,10,1013,11.3,0,0,0,0,0,5,0,0,0,0,0,0,Matches
109,Benjamin Angoua\Benjamin-Angoua,ci CIV,DF,Valenciennes,fr Ligue 1,23,1986,31,30,2712,30.1,1,0,1,0,0,4,0,0.03,0,0.03,0.03,0.03,Matches
110,Victor Anichebe\Victor-Anichebe,ng NGA,FW,Everton,eng Premier League,22,1988,16,8,770,8.6,0,0,0,0,0,2,1,0,0,0,0,0,Matches
111,Kévin Anin\Kevin-Anin,fr FRA,MF,Sochaux,fr Ligue 1,24,1986,24,23,1868,20.8,0,0,0,0,0,7,2,0,0,0,0,0,Matches
112,Anthony Annan\Anthony-Annan,gh GHA,MF,Schalke 04,de Bundesliga,24,1986,9,8,693,7.7,0,0,0,0,0,2,0,0,0,0,0,0,Matches
113,Xavi Annunziata\Xavi-Annunziata,es ESP,FWMF,Osasuna,es La Liga,22,1987,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,0,0,Matches
114,Ion Ansotegi\Ion-Ansotegi,es ESP,DF,Real Sociedad,es La Liga,28,1982,32,32,2808,31.2,1,1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,Matches
115,Mirco Antenucci\Mirco-Antenucci,it ITA,FW,Catania,it Serie A,25,1984,14,2,408,4.5,1,0,0,1,1,0,0,0.22,0,0.22,0,0,Matches
116,Luca Antonelli\Luca-Antonelli,it ITA,DFMF,Genoa,it Serie A,23,1987,11,5,607,6.7,1,1,1,0,0,0,0,0.15,0.15,0.3,0.15,0.3,Matches
117,Luca Antonelli\Luca-Antonelli,it ITA,DFMF,Parma,it Serie A,23,1987,12,12,1080,12,0,0,0,0,0,1,0,0,0,0,0,0,Matches
118,Luca Antonini\Luca-Antonini,it ITA,DFMF,Milan,it Serie A,27,1982,22,18,1623,18,0,1,0,0,0,2,0,0,0.06,0.06,0,0.06,Matches
119,José Antonio Reyes\Jose-Antonio-Reyes,es ESP,MF,Atlético Madrid,es La Liga,26,1983,34,34,2904,32.3,6,9,6,0,1,7,1,0.19,0.28,0.46,0.19,0.46,Matches
120,Francesco Antonioli\Francesco-Antonioli,it ITA,GK,Cesena,it Serie A,40,1969,37,37,3330,37,0,0,0,0,0,0,0,0,0,0,0,0,Matches
121,Siniša An?elkovi?\Sinisa-Andjelkovic,si SVN,DF,Palermo,it Serie A,24,1986,7,7,540,6,0,0,0,0,0,0,0,0,0,0,0,0,Matches
122,Dennis Aogo\Dennis-Aogo,de GER,DFMF,Hamburger SV,de Bundesliga,23,1987,20,20,1785,19.8,0,1,0,0,0,3,0,0,0.05,0.05,0,0.05,Matches
123,Dudu Aouate\Dudu-Aouate,il ISR,GK,Mallorca,es La Liga,32,1977,35,35,3105,34.5,0,0,0,0,0,2,0,0,0,0,0,0,Matches
124,Apoño\Apono,es ESP,MF,Málaga,es La Liga,26,1984,27,26,2156,24,2,2,0,2,4,7,0,0.08,0.08,0.17,0,0.08,Matches
125,Stephen Appiah\Stephen-Appiah,gh GHA,MF,Cesena,it Serie A,29,1980,14,13,1013,11.3,0,0,0,0,0,4,0,0,0,0,0,0,Matches
126,Alberto Aquilani\Alberto-Aquilani,it ITA,MF,Juventus,it Serie A,26,1984,33,31,2657,29.5,2,5,2,0,0,3,0,0.07,0.17,0.24,0.07,0.24,Matches
127,Youssef El-Arabi\Youssef-El-Arabi,ma MAR,FW,Caen,fr Ligue 1,23,1987,38,36,3263,36.3,17,5,16,1,1,4,0,0.47,0.14,0.61,0.44,0.58,Matches
128,Manuel Arana\Manuel-Arana,es ESP,MF,Racing Sant,es La Liga,25,1984,14,5,587,6.5,1,1,1,0,0,3,0,0.15,0.15,0.31,0.15,0.31,Matches
129,Mikel Aranburu\Mikel-Aranburu,es ESP,MF,Real Sociedad,es La Liga,31,1979,32,27,2306,25.6,5,2,5,0,0,6,0,0.2,0.08,0.27,0.2,0.27,Matches
130,Carlos Aranda\Carlos-Aranda,es ESP,FW,Osasuna,es La Liga,30,1980,20,15,1193,13.3,4,2,4,0,0,4,0,0.3,0.15,0.45,0.3,0.45,Matches
131,Juan Arango\Juan-Arango,ve VEN,MF,M'Gladbach,de Bundesliga,30,1980,25,24,1998,22.2,4,6,4,0,0,3,1,0.18,0.27,0.45,0.18,0.45,Matches
132,Daniel Aranzubia\Daniel-Aranzubia,es ESP,GK,La Coruña,es La Liga,30,1979,32,32,2880,32,1,1,1,0,0,4,0,0.03,0.03,0.06,0.03,0.06,Matches
133,Álvaro Arbeloa\Alvaro-Arbeloa,es ESP,DF,Real Madrid,es La Liga,27,1983,26,20,1861,20.7,0,1,0,0,0,6,1,0,0.05,0.05,0,0.05,Matches
134,Michele Arcari\Michele-Arcari,it ITA,GK,Brescia,it Serie A,32,1978,22,22,1980,22,0,0,0,0,0,3,0,0,0,0,0,0,Matches
135,Ramón Arcas\Ramon-Arcas,ve VEN,MF,Racing Sant,es La Liga,19,1991,1,1,78,0.9,0,0,0,0,0,0,0,0,0,0,0,0,Matches
136,Lorenzo Ariaudo\Lorenzo-Ariaudo,it ITA,DF,Cagliari,it Serie A,21,1989,15,9,982,10.9,0,0,0,0,0,4,0,0,0,0,0,0,Matches
137,Javier Arizmendi\Javier-Arizmendi,es ESP,FWMF,Getafe,es La Liga,26,1984,19,7,773,8.6,2,1,2,0,0,3,0,0.23,0.12,0.35,0.23,0.35,Matches
138,Romain Armand\Romain-Armand,fr FRA,FWMF,Montpellier,fr Ligue 1,23,1987,1,0,20,0.2,0,0,0,0,0,0,0,0,0,0,0,0,Matches
139,Sylvain Armand\Sylvain-Armand,fr FRA,DF,Paris S-G,fr Ligue 1,29,1980,33,31,2803,31.1,2,1,2,0,0,5,0,0.06,0.03,0.1,0.06,0.1,Matches
140,Pablo Armero\Pablo-Armero,co COL,DFMF,Udinese,it Serie A,23,1986,31,29,2569,28.5,2,5,2,0,0,4,0,0.07,0.18,0.25,0.07,0.25,Matches
141,Francesc Arnau\Francesc-Arnau,es ESP,GK,Málaga,es La Liga,35,1975,9,7,719,8,0,0,0,0,0,1,0,0,0,0,0,0,Matches
142,Marko Arnautovi?\Marko-Arnautovic,at AUT,FWMF,Werder Bremen,de Bundesliga,21,1989,25,15,1551,17.2,3,3,3,0,0,4,0,0.17,0.17,0.35,0.17,0.35,Matches
143,John Arne Riise\John-Arne-Riise,no NOR,DFMF,Roma,it Serie A,29,1980,32,32,2880,32,0,6,0,0,0,0,0,0,0.19,0.19,0,0.19,Matches
144,Grégory Arnolin\Gregory-Arnolin,mq MTQ,DF,Sporting Gijón,es La Liga,29,1980,23,23,1994,22.2,1,0,1,0,0,6,1,0.05,0,0.05,0.05,0.05,Matches
145,Salvatore Aronica\Salvatore-Aronica,it ITA,DF,Napoli,it Serie A,32,1978,26,19,1881,20.9,0,0,0,0,0,7,0,0,0,0,0,0,Matches
146,Andrey Arshavin\Andrey-Arshavin,ru RUS,FWMF,Arsenal,eng Premier League,29,1981,37,25,2187,24.3,6,11,5,1,1,1,0,0.25,0.45,0.7,0.21,0.66,Matches
147,Mikel Arteta\Mikel-Arteta,es ESP,MF,Everton,eng Premier League,28,1982,29,29,2405,26.7,3,5,3,0,1,1,1,0.11,0.19,0.3,0.11,0.3,Matches
148,Aythami Artiles\Aythami-Artiles,es ESP,DF,La Coruña,es La Liga,24,1986,19,17,1523,16.9,2,0,2,0,0,5,0,0.12,0,0.12,0.12,0.12,Matches
149,Gerald Asamoah\Gerald-Asamoah,de GER,FWMF,St. Pauli,de Bundesliga,31,1978,27,21,1894,21,6,5,6,0,0,5,1,0.29,0.24,0.52,0.29,0.52,Matches
150,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DFMF,Udinese,it Serie A,21,1988,38,37,3282,36.5,2,3,2,0,0,3,0,0.05,0.08,0.14,0.05,0.14,Matches
151,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Málaga,es La Liga,21,1989,5,5,366,4.1,0,0,0,0,0,2,0,0,0,0,0,0,Matches
