Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
356,Kevin-Prince Boateng\Kevin-Prince-Boateng,gh GHA,FWMF,Schalke 04,de Bundesliga,26,1987,28,28,2443,27.1,6,2,5,1,2,6,0,0.22,0.07,0.29,0.18,0.26,Matches
357,Kingsley Boateng\Kingsley-Boateng,it ITA,FW,Catania,it Serie A,19,1994,6,0,120,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
358,Richard Boateng\Richard-Boateng,gh GHA,MF,Granada,es La Liga,21,1992,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
359,Raúl Bobadilla\Raul-Bobadilla,py PAR,FW,Augsburg,de Bundesliga,26,1987,17,9,833,9.3,3,0,3,0,0,2,0,0.32,0.00,0.32,0.32,0.32,Matches
360,Garry Bocaly\Garry-Bocaly,fr FRA,DF,Montpellier,fr Ligue 1,25,1988,3,3,225,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
361,Ilan Boccara\Ilan-Boccara,nl NED,MF,Evian,fr Ligue 1,20,1993,2,0,56,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
362,Mathieu Bodmer\Mathieu-Bodmer,fr FRA,DFMF,Nice,fr Ligue 1,30,1982,27,27,2302,25.6,2,1,2,0,0,5,0,0.08,0.04,0.12,0.08,0.12,Matches
363,Sebastian Boenisch\Sebastian-Boenisch,pl POL,DF,Leverkusen,de Bundesliga,26,1987,25,25,2250,25.0,1,2,1,0,0,2,0,0.04,0.08,0.12,0.04,0.12,Matches
364,Arthur Boka\Arthur-Boka,ci CIV,DF,Stuttgart,de Bundesliga,30,1983,25,22,1772,19.7,1,0,1,0,0,5,0,0.05,0.00,0.05,0.05,0.05,Matches
365,Mirko Boland\Mirko-Boland,de GER,MF,Braunschweig,de Bundesliga,26,1987,33,29,2601,28.9,1,5,1,0,0,7,0,0.03,0.17,0.21,0.03,0.21,Matches
366,Yannick Bolasie\Yannick-Bolasie,cd COD,FWMF,Crystal Palace,eng Premier League,24,1989,29,23,2030,22.6,0,4,0,0,0,1,1,0.00,0.18,0.18,0.00,0.18,Matches
367,Giacomo Bonaventura\Giacomo-Bonaventura,it ITA,MF,Atalanta,it Serie A,23,1989,31,29,2513,27.9,5,3,5,0,0,2,0,0.18,0.11,0.29,0.18,0.29,Matches
368,Federico Bonazzoli\Federico-Bonazzoli,it ITA,FW,Inter,it Serie A,16,1997,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
369,Daniele Bonera\Daniele-Bonera,it ITA,DF,Milan,it Serie A,32,1981,16,15,1293,14.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
370,Gaëtan Bong\Gaetan-Bong,cm CMR,DF,Valenciennes,fr Ligue 1,25,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
371,Laurent Bonnart\Laurent-Bonnart,fr FRA,DF,Ajaccio,fr Ligue 1,33,1979,23,20,1797,20.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
372,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,Juventus,it Serie A,26,1987,29,28,2538,28.2,2,3,2,0,0,7,0,0.07,0.11,0.18,0.07,0.18,Matches
373,Wilfried Bony\Wilfried-Bony,ci CIV,FW,Swansea City,eng Premier League,24,1988,34,27,2470,27.4,16,4,12,4,4,4,0,0.58,0.15,0.73,0.44,0.58,Matches
374,Fabio Borini\Fabio-Borini,it ITA,FWMF,Sunderland,eng Premier League,22,1991,32,25,2142,23.8,7,2,4,3,3,6,0,0.29,0.08,0.38,0.17,0.25,Matches
375,Miguel Borja\Miguel-Borja,co COL,FW,Livorno,it Serie A,20,1993,8,0,149,1.7,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
376,Marco Borriello\Marco-Borriello,it ITA,FW,West Ham,eng Premier League,31,1982,2,0,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
377,Marco Borriello\Marco-Borriello,it ITA,FW,Roma,it Serie A,31,1982,11,6,514,5.7,1,0,1,0,0,2,0,0.18,0.00,0.18,0.18,0.18,Matches
378,Artur Boruc\Artur-Boruc,pl POL,GK,Southampton,eng Premier League,33,1980,29,29,2577,28.6,0,1,0,0,0,0,0,0.00,0.03,0.03,0.00,0.03,Matches
379,Alexy Bosetti\Alexy-Bosetti,fr FRA,FW,Nice,fr Ligue 1,20,1993,20,8,774,8.6,5,0,5,0,0,2,0,0.58,0.00,0.58,0.58,0.58,Matches
380,Alberto Botía\Alberto-Botia,es ESP,DF,Elche,es La Liga,24,1989,33,33,2872,31.9,0,1,0,0,0,15,1,0.00,0.03,0.03,0.00,0.03,Matches
381,Rubén Botta\Ruben-Botta,ar ARG,MF,Inter,it Serie A,23,1990,10,1,198,2.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
382,Zacharie Boucher\Zacharie-Boucher,fr FRA,GK,Toulouse,fr Ligue 1,21,1992,17,17,1530,17.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
383,Ryad Boudebouz\Ryad-Boudebouz,dz ALG,FWMF,Bastia,fr Ligue 1,23,1990,32,27,2487,27.6,3,6,2,1,1,1,0,0.11,0.22,0.33,0.07,0.29,Matches
384,Ryad Boudebouz\Ryad-Boudebouz,dz ALG,FWMF,Sochaux,fr Ligue 1,23,1990,2,2,180,2.0,1,0,0,1,1,0,0,0.50,0.00,0.50,0.00,0.00,Matches
385,Razak Boukari\Razak-Boukari,tg TOG,FWMF,Sochaux,fr Ligue 1,26,1987,10,0,191,2.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
386,Petrus Boumal\Petrus-Boumal,cm CMR,MF,Sochaux,fr Ligue 1,20,1993,7,6,567,6.3,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
387,Grégory Bourillon\Gregory-Bourillon,fr FRA,DFMF,Lorient,fr Ligue 1,29,1984,29,24,2152,23.9,0,2,0,0,0,4,0,0.00,0.08,0.08,0.00,0.08,Matches
388,Ouasim Bouy\Ouasim-Bouy,nl NED,DFMF,Hamburger SV,de Bundesliga,20,1993,3,3,207,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
389,Cesare Bovo\Cesare-Bovo,it ITA,DF,Torino,it Serie A,30,1983,20,20,1670,18.6,0,1,0,0,0,8,0,0.00,0.05,0.05,0.00,0.05,Matches
390,Jordan Bowery\Jordan-Bowery,eng ENG,FW,Aston Villa,eng Premier League,22,1991,9,2,239,2.7,0,1,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,Matches
391,Dedryck Boyata\Dedryck-Boyata,be BEL,DF,Manchester City,eng Premier League,22,1990,1,1,54,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
392,George Boyd\George-Boyd,sct SCO,FWMF,Hull City,eng Premier League,27,1985,29,9,1211,13.5,2,2,2,0,0,2,0,0.15,0.15,0.30,0.15,0.30,Matches
393,John Boye\John-Boye,gh GHA,DF,Rennes,fr Ligue 1,26,1987,10,7,731,8.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
394,Michael Bradley\Michael-Bradley,us USA,MF,Roma,it Serie A,26,1987,11,5,561,6.2,1,0,1,0,0,2,0,0.16,0.00,0.16,0.16,0.16,Matches
395,Robbie Brady\Robbie-Brady,ie IRL,DFFW,Hull City,eng Premier League,21,1992,16,11,889,9.9,3,1,1,2,2,2,0,0.30,0.10,0.40,0.10,0.20,Matches
396,Yacine Brahimi\Yacine-Brahimi,dz ALG,FWMF,Granada,es La Liga,23,1990,35,33,2770,30.8,3,4,2,1,1,7,1,0.10,0.13,0.23,0.06,0.19,Matches
397,Martin Braithwaite\Martin-Braithwaite,dk DEN,FWMF,Toulouse,fr Ligue 1,22,1991,32,30,2599,28.9,7,7,6,1,1,1,0,0.24,0.24,0.48,0.21,0.45,Matches
398,Brandão\Brandao,br BRA,FW,Saint-Étienne,fr Ligue 1,33,1980,26,18,1760,19.6,5,3,5,0,0,6,0,0.26,0.15,0.41,0.26,0.41,Matches
399,Julian Brandt\Julian-Brandt,de GER,FWMF,Leverkusen,de Bundesliga,17,1996,12,6,587,6.5,2,2,2,0,0,1,0,0.31,0.31,0.61,0.31,0.61,Matches
400,Christian Bravo\Christian-Bravo,cl CHI,FWMF,Granada,es La Liga,19,1993,2,0,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
401,Claudio Bravo\Claudio-Bravo,cl CHI,GK,Real Sociedad,es La Liga,30,1983,37,37,3330,37.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
402,Jérémie Bréchet\Jeremie-Brechet,fr FRA,DFMF,Bordeaux,fr Ligue 1,33,1979,4,1,131,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
403,Jimmy Briand\Jimmy-Briand,fr FRA,FWMF,Lyon,fr Ligue 1,27,1985,25,10,1166,13.0,6,5,6,0,0,0,0,0.46,0.39,0.85,0.46,0.85,Matches
404,Liam Bridcutt\Liam-Bridcutt,sct SCO,DFMF,Sunderland,eng Premier League,24,1989,12,9,849,9.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
405,Franco Brienza\Franco-Brienza,it ITA,FWMF,Atalanta,it Serie A,34,1979,18,8,703,7.8,1,1,1,0,0,0,0,0.13,0.13,0.26,0.13,0.26,Matches
406,Matthew Briggs\Matthew-Briggs,gy GUY,DF,Fulham,eng Premier League,22,1991,2,0,89,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
407,Matteo Brighi\Matteo-Brighi,it ITA,MF,Sassuolo,it Serie A,32,1981,8,6,442,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
408,Matteo Brighi\Matteo-Brighi,it ITA,MF,Torino,it Serie A,32,1981,16,10,927,10.3,2,0,2,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches
409,Jonathan Brison\Jonathan-Brison,fr FRA,DFMF,Saint-Étienne,fr Ligue 1,30,1983,17,14,1243,13.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
410,Miguel Britos\Miguel-Britos,uy URU,DF,Napoli,it Serie A,28,1985,16,15,1316,14.6,1,0,1,0,0,8,0,0.07,0.00,0.07,0.07,0.07,Matches
411,Leon Britton\Leon-Britton,eng ENG,MF,Swansea City,eng Premier League,30,1982,25,23,2018,22.4,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches
412,Davide Brivio\Davide-Brivio,it ITA,DF,Atalanta,it Serie A,25,1988,23,22,1922,21.4,3,0,3,0,0,1,1,0.14,0.00,0.14,0.14,0.14,Matches
413,Željko Brki?\Zeljko-Brkic,rs SRB,GK,Udinese,it Serie A,27,1986,12,12,1080,12.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
414,John Brooks\John-Brooks,us USA,DF,Hertha BSC,de Bundesliga,20,1993,16,14,1054,11.7,2,0,2,0,0,2,0,0.17,0.00,0.17,0.17,0.17,Matches
415,Roel Brouwers\Roel-Brouwers,nl NED,DF,M'Gladbach,de Bundesliga,31,1981,12,5,525,5.8,0,1,0,0,0,0,0,0.00,0.17,0.17,0.00,0.17,Matches
416,Wes Brown\Wes-Brown,eng ENG,DF,Sunderland,eng Premier League,33,1979,25,24,2065,22.9,0,1,0,0,0,2,3,0.00,0.04,0.04,0.00,0.04,Matches
417,Alex Bruce\Alex-Bruce,nir NIR,DF,Hull City,eng Premier League,28,1984,20,19,1589,17.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
418,Luigi Bruins\Luigi-Bruins,nl NED,FWMF,Nice,fr Ligue 1,26,1987,12,4,384,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
419,Christian Brüls\Christian-Bruls,be BEL,MF,Nice,fr Ligue 1,24,1988,34,26,2165,24.1,2,6,2,0,0,2,0,0.08,0.25,0.33,0.08,0.33,Matches
420,Gianni Bruno\Gianni-Bruno,be BEL,FWMF,Bastia,fr Ligue 1,21,1991,31,20,1765,19.6,8,2,7,1,1,5,1,0.41,0.10,0.51,0.36,0.46,Matches
421,Chris Brunt\Chris-Brunt,nir NIR,DFMF,West Brom,eng Premier League,28,1984,28,25,2244,24.9,3,5,3,0,0,7,0,0.12,0.20,0.32,0.12,0.32,Matches
422,Igor Bubnji?\Igor-Bubnjic,hr CRO,DF,Udinese,it Serie A,21,1992,7,6,515,5.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
423,Alberto Bueno\Alberto-Bueno,es ESP,FWMF,Rayo Vallecano,es La Liga,25,1988,37,31,2475,27.5,11,4,11,0,0,3,0,0.40,0.15,0.55,0.40,0.55,Matches
424,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,Juventus,it Serie A,35,1978,33,33,2866,31.8,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
425,Niko Bungert\Niko-Bungert,de GER,DF,Mainz 05,de Bundesliga,26,1986,10,5,504,5.6,1,0,1,0,0,0,1,0.18,0.00,0.18,0.18,0.18,Matches
426,Diego Buonanotte\Diego-Buonanotte,ar ARG,FWMF,Granada,es La Liga,25,1988,24,9,1054,11.7,0,1,0,0,0,6,0,0.00,0.09,0.09,0.00,0.09,Matches
427,Nicolás Burdisso\Nicolas-Burdisso,ar ARG,DF,Roma,it Serie A,32,1981,5,3,318,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
428,Nicolás Burdisso\Nicolas-Burdisso,ar ARG,DF,Genoa,it Serie A,32,1981,15,14,1299,14.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
429,Dan Burn\Dan-Burn,eng ENG,DF,Fulham,eng Premier League,21,1992,9,6,607,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
430,Sergio Busquets\Sergio-Busquets,es ESP,MF,Barcelona,es La Liga,25,1988,32,30,2649,29.4,1,1,1,0,0,11,0,0.03,0.03,0.07,0.03,0.07,Matches
431,Édouard Butin\Edouard-Butin,fr FRA,FW,Sochaux,fr Ligue 1,25,1988,11,3,286,3.2,2,0,2,0,0,0,0,0.63,0.00,0.63,0.63,0.63,Matches
432,Jack Butland\Jack-Butland,eng ENG,GK,Stoke City,eng Premier League,20,1993,3,2,225,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
433,Alexander Büttner\Alexander-Buttner,nl NED,DF,Manchester Utd,eng Premier League,24,1989,8,5,500,5.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
434,Jakub B?aszczykowski\Jakub-Blaszczykowski,pl POL,MF,Dortmund,de Bundesliga,27,1985,16,11,780,8.7,2,1,2,0,0,0,0,0.23,0.12,0.35,0.23,0.35,Matches
435,Bocundji Ca\Bocundji-Ca,gw GNB,MF,Reims,fr Ligue 1,26,1986,6,1,137,1.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
436,Willy Caballero\Willy-Caballero,ar ARG,GK,Málaga,es La Liga,31,1981,38,38,3420,38.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
437,Yohan Cabaye\Yohan-Cabaye,fr FRA,MF,Newcastle Utd,eng Premier League,27,1986,19,17,1503,16.7,7,2,7,0,0,5,0,0.42,0.12,0.54,0.42,0.54,Matches
438,Yohan Cabaye\Yohan-Cabaye,fr FRA,MF,Paris S-G,fr Ligue 1,27,1986,15,9,822,9.1,0,2,0,0,0,2,0,0.00,0.22,0.22,0.00,0.22,Matches
439,Rémy Cabella\Remy-Cabella,fr FRA,FWMF,Montpellier,fr Ligue 1,23,1990,37,36,3203,35.6,14,5,11,3,4,2,0,0.39,0.14,0.53,0.31,0.45,Matches
440,Cabral\Cabral,ch SUI,MF,Sunderland,eng Premier League,24,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
441,Cabral\Cabral,ch SUI,MF,Genoa,it Serie A,24,1988,7,4,382,4.2,0,1,0,0,0,1,0,0.00,0.24,0.24,0.00,0.24,Matches
442,Gustavo Cabral\Gustavo-Cabral,ar ARG,DF,Celta Vigo,es La Liga,27,1985,23,23,1950,21.7,1,0,1,0,0,8,0,0.05,0.00,0.05,0.05,0.05,Matches
443,Rafael Cabral\Rafael-Cabral,br BRA,GK,Napoli,it Serie A,23,1990,8,7,675,7.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
444,Matías Cabrera\Matias-Cabrera,uy URU,MF,Cagliari,it Serie A,27,1986,19,10,786,8.7,1,0,1,0,0,2,0,0.11,0.00,0.11,0.11,0.11,Matches
445,Cacau\Cacau,de GER,FW,Stuttgart,de Bundesliga,32,1981,21,6,721,8.0,1,1,1,0,0,2,0,0.12,0.12,0.25,0.12,0.25,Matches
446,Fabrizio Cacciatore\Fabrizio-Cacciatore,it ITA,DF,Hellas Verona,it Serie A,26,1986,32,30,2603,28.9,3,0,3,0,0,6,0,0.10,0.00,0.10,0.10,0.10,Matches
447,Martín Cáceres\Martin-Caceres,uy URU,DF,Juventus,it Serie A,26,1987,17,14,1318,14.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
448,Daniele Cacia\Daniele-Cacia,it ITA,FW,Hellas Verona,it Serie A,29,1983,13,3,387,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
449,Liassine Cadamuro\Liassine-Cadamuro,dz ALG,DF,Real Sociedad,es La Liga,25,1988,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
450,Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,eng Premier League,27,1985,30,29,2624,29.2,1,1,1,0,0,2,0,0.03,0.03,0.07,0.03,0.07,Matches
451,Yannick Cahuzac\Yannick-Cahuzac,fr FRA,MF,Bastia,fr Ligue 1,28,1985,29,29,2413,26.8,0,0,0,0,0,9,2,0.00,0.00,0.00,0.00,0.00,Matches
452,Cala\Cala,es ESP,DF,Cardiff City,eng Premier League,23,1989,7,7,585,6.5,2,0,2,0,0,3,1,0.31,0.00,0.31,0.31,0.31,Matches
453,Cala\Cala,es ESP,DF,Sevilla,es La Liga,23,1989,9,9,770,8.6,1,0,1,0,0,6,2,0.12,0.00,0.12,0.12,0.12,Matches
454,Emanuele Calaiò\Emanuele-Calaio,it ITA,FW,Genoa,it Serie A,31,1982,22,8,950,10.6,3,0,3,0,1,1,0,0.28,0.00,0.28,0.28,0.28,Matches
455,Mattia Caldara\Mattia-Caldara,it ITA,DF,Atalanta,it Serie A,19,1994,1,0,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
456,Luca Caldirola\Luca-Caldirola,it ITA,DF,Werder Bremen,de Bundesliga,22,1991,33,33,2963,32.9,0,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,Matches
457,Adrián Calello\Adrian-Calello,ar ARG,MF,Chievo,it Serie A,26,1987,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
458,Hakan Çalhano?lu\Hakan-Calhanoglu,tr TUR,FWMF,Hamburger SV,de Bundesliga,19,1994,32,28,2440,27.1,11,4,10,1,1,3,1,0.41,0.15,0.55,0.37,0.52,Matches
459,Daniel Caligiuri\Daniel-Caligiuri,it ITA,DFMF,Wolfsburg,de Bundesliga,25,1988,24,9,1092,12.1,1,1,1,0,0,2,1,0.08,0.08,0.16,0.08,0.16,Matches
460,Marco Caligiuri\Marco-Caligiuri,de GER,DFMF,Braunschweig,de Bundesliga,29,1984,12,10,831,9.2,0,1,0,0,0,0,0,0.00,0.11,0.11,0.00,0.11,Matches
461,José Callejón\Jose-Callejon,es ESP,FWMF,Napoli,it Serie A,26,1987,37,32,2845,31.6,15,6,15,0,0,6,0,0.47,0.19,0.66,0.47,0.66,Matches
462,Jan-Ingwer Callsen-Bracker\Jan-Ingwer-Callsen-Bracker,de GER,DF,Augsburg,de Bundesliga,28,1984,33,33,2906,32.3,1,0,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,Matches
463,Ignacio Camacho\Ignacio-Camacho,es ESP,MF,Málaga,es La Liga,23,1990,33,27,2383,26.5,5,0,5,0,0,7,0,0.19,0.00,0.19,0.19,0.19,Matches
464,Abdoul Camara\Abdoul-Camara,gn GUI,FWMF,Sochaux,fr Ligue 1,23,1990,11,2,296,3.3,0,1,0,0,0,0,0,0.00,0.30,0.30,0.00,0.30,Matches
465,Demba Camara\Demba-Camara,gn GUI,FWMF,Ajaccio,fr Ligue 1,18,1994,20,4,610,6.8,2,0,2,0,1,5,0,0.30,0.00,0.30,0.30,0.30,Matches
466,Souleymane Camara\Souleymane-Camara,sn SEN,FW,Montpellier,fr Ligue 1,30,1982,33,18,1889,21.0,4,2,4,0,0,4,0,0.19,0.10,0.29,0.19,0.29,Matches
467,Zoumana Camara\Zoumana-Camara,fr FRA,DFGK,Paris S-G,fr Ligue 1,34,1979,6,2,342,3.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
468,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Levante,es La Liga,19,1994,3,0,96,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
469,Esteban Cambiasso\Esteban-Cambiasso,ar ARG,MF,Inter,it Serie A,32,1980,32,32,2705,30.1,4,2,4,0,0,4,0,0.13,0.07,0.20,0.13,0.20,Matches
470,Cédric Cambon\Cedric-Cambon,fr FRA,DFMF,Evian,fr Ligue 1,26,1986,25,14,1540,17.1,1,0,1,0,0,6,1,0.06,0.00,0.06,0.06,0.06,Matches
471,Geoff Cameron\Geoff-Cameron,us USA,DFMF,Stoke City,eng Premier League,28,1985,37,37,3285,36.5,2,1,2,0,0,7,0,0.05,0.03,0.08,0.05,0.08,Matches
472,Hugo Campagnaro\Hugo-Campagnaro,ar ARG,DF,Inter,it Serie A,33,1980,21,20,1723,19.1,0,1,0,0,0,4,0,0.00,0.05,0.05,0.00,0.05,Matches
473,José Campaña\Jose-Campana,es ESP,MF,Crystal Palace,eng Premier League,20,1993,6,4,308,3.4,0,1,0,0,0,0,0,0.00,0.29,0.29,0.00,0.29,Matches
474,José Campaña\Jose-Campana,es ESP,MF,Nürnberg,de Bundesliga,20,1993,10,5,594,6.6,1,1,1,0,0,3,0,0.15,0.15,0.30,0.15,0.30,Matches
475,Fraizer Campbell\Fraizer-Campbell,eng ENG,FW,Cardiff City,eng Premier League,25,1987,37,32,2762,30.7,6,2,6,0,0,4,0,0.20,0.07,0.26,0.20,0.26,Matches
476,Emre Can\Emre-Can,de GER,DFMF,Leverkusen,de Bundesliga,19,1994,29,24,2191,24.3,3,3,3,0,0,9,0,0.12,0.12,0.25,0.12,0.25,Matches
477,Lorik Cana\Lorik-Cana,al ALB,DFMF,Lazio,it Serie A,30,1983,26,24,1999,22.2,2,1,2,0,0,8,1,0.09,0.05,0.14,0.09,0.14,Matches
478,Sergio Canales\Sergio-Canales,es ESP,FWMF,Real Sociedad,es La Liga,22,1991,16,13,1032,11.5,2,0,2,0,0,3,0,0.17,0.00,0.17,0.17,0.17,Matches
479,Sergio Canales\Sergio-Canales,es ESP,FWMF,Valencia,es La Liga,22,1991,19,7,835,9.3,0,2,0,0,0,1,0,0.00,0.22,0.22,0.00,0.22,Matches
480,José Cañas\Jose-Canas,es ESP,MF,Swansea City,eng Premier League,26,1987,23,19,1666,18.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
481,Antonio Candreva\Antonio-Candreva,it ITA,DFFW,Lazio,it Serie A,26,1987,37,35,3072,34.1,12,6,6,6,6,3,1,0.35,0.18,0.53,0.18,0.35,Matches
482,Cani\Cani,es ESP,MF,Villarreal,es La Liga,31,1981,26,24,1996,22.2,3,6,3,0,0,4,0,0.14,0.27,0.41,0.14,0.41,Matches
483,Michele Canini\Michele-Canini,it ITA,DF,Atalanta,it Serie A,28,1985,8,7,599,6.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
484,Michele Canini\Michele-Canini,it ITA,DF,Chievo,it Serie A,28,1985,6,4,410,4.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
485,Paolo Cannavaro\Paolo-Cannavaro,it ITA,DF,Sassuolo,it Serie A,32,1981,16,16,1386,15.4,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
486,Paolo Cannavaro\Paolo-Cannavaro,it ITA,DF,Napoli,it Serie A,32,1981,4,2,249,2.8,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
487,Joan Capdevila\Joan-Capdevila,es ESP,DF,Espanyol,es La Liga,35,1978,5,2,237,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
488,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Tottenham,eng Premier League,25,1988,12,8,686,7.6,1,0,1,0,0,1,0,0.13,0.00,0.13,0.13,0.13,Matches
489,Gianluca Caprari\Gianluca-Caprari,it ITA,FWMF,Roma,it Serie A,20,1993,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
490,Ciro Capuano\Ciro-Capuano,it ITA,DF,Catania,it Serie A,32,1981,5,4,383,4.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
491,Carlão\Carlao,br BRA,DFMF,Sochaux,fr Ligue 1,27,1986,27,26,2220,24.7,1,1,1,0,0,7,0,0.04,0.04,0.08,0.04,0.08,Matches
492,João Carlos Teixeira\Joao-Carlos-Teixeira,pt POR,MF,Liverpool,eng Premier League,20,1993,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
493,José Carlos\Jose-Carlos,es ESP,FWMF,Rayo Vallecano,es La Liga,26,1987,3,1,126,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
494,Juan Carlos\Juan-Carlos,es ESP,GK,Villarreal,es La Liga,26,1987,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
495,Carlos Carmona\Carlos-Carmona,cl CHI,MF,Atalanta,it Serie A,26,1987,32,30,2544,28.3,2,0,2,0,0,9,1,0.07,0.00,0.07,0.07,0.07,Matches
496,Yannick Carrasco\Yannick-Carrasco,be BEL,FWMF,Monaco,fr Ligue 1,19,1993,18,14,1160,12.9,3,3,3,0,0,2,0,0.23,0.23,0.47,0.23,0.47,Matches
497,Cédric Carrasso\Cedric-Carrasso,fr FRA,GK,Bordeaux,fr Ligue 1,31,1981,36,36,3189,35.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
498,Michael Carrick\Michael-Carrick,eng ENG,MF,Manchester Utd,eng Premier League,32,1981,29,26,2413,26.8,1,0,1,0,0,5,0,0.04,0.00,0.04,0.04,0.04,Matches
499,Daniel Carriço\Daniel-Carrico,pt POR,DFMF,Sevilla,es La Liga,24,1988,22,22,1934,21.5,2,0,2,0,0,8,0,0.09,0.00,0.09,0.09,0.09,Matches
