Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
29,Issam El Adoua\Issam-El-Adoua,ma MAR,DF,Levante,es La Liga,26,1986,18,9,1017,11.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
30,Adrián\Adrian,es ESP,GK,West Ham,eng Premier League,26,1987,20,20,1800,20.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
31,Adriano\Adriano,br BRA,DFMF,Barcelona,es La Liga,28,1984,26,24,2071,23.0,3,1,3,0,0,8,0,0.13,0.04,0.17,0.13,0.17,Matches
32,Adryan\Adryan,br BRA,FWMF,Cagliari,it Serie A,18,1994,5,2,153,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
33,Aritz Aduriz\Aritz-Aduriz,es ESP,FW,Athletic Club,es La Liga,32,1981,31,26,2392,26.6,16,8,14,2,3,7,2,0.60,0.30,0.90,0.53,0.83,Matches
34,Ibrahim Afellay\Ibrahim-Afellay,nl NED,FWMF,Barcelona,es La Liga,27,1986,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
35,Kossi Agassa\Kossi-Agassa,tg TOG,GK,Reims,fr Ligue 1,35,1978,34,34,3060,34.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
36,Michael Agazzi\Michael-Agazzi,it ITA,GK,Cagliari,it Serie A,29,1984,11,11,990,11.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
37,Michael Agazzi\Michael-Agazzi,it ITA,GK,Chievo,it Serie A,29,1984,14,14,1260,14.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
38,Gabby Agbonlahor\Gabby-Agbonlahor,eng ENG,FWMF,Aston Villa,eng Premier League,26,1986,30,29,2441,27.1,4,5,4,0,0,7,0,0.15,0.18,0.33,0.15,0.33,Matches
39,Daniel Agger\Daniel-Agger,dk DEN,DF,Liverpool,eng Premier League,28,1984,20,16,1421,15.8,2,1,2,0,0,0,0,0.13,0.06,0.19,0.13,0.19,Matches
40,Imanol Agirretxe\Imanol-Agirretxe,es ESP,FW,Real Sociedad,es La Liga,26,1987,31,21,1942,21.6,8,1,8,0,0,1,0,0.37,0.05,0.42,0.37,0.42,Matches
41,Alessandro Agostini\Alessandro-Agostini,it ITA,DF,Hellas Verona,it Serie A,34,1979,25,22,1922,21.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
42,Sergio Agüero\Sergio-Aguero,ar ARG,FW,Manchester City,eng Premier League,25,1988,23,20,1528,17.0,17,6,17,0,1,4,0,1.00,0.35,1.35,1.00,1.35,Matches
43,Abel Aguilar\Abel-Aguilar,co COL,MF,Toulouse,fr Ligue 1,28,1985,28,27,2452,27.2,1,0,1,0,0,7,0,0.04,0.00,0.04,0.04,0.04,Matches
44,Emmanuel Agyemang-Badu\Emmanuel-Agyemang-Badu,gh GHA,MF,Udinese,it Serie A,22,1990,29,20,1864,20.7,5,1,5,0,0,5,0,0.24,0.05,0.29,0.24,0.29,Matches
45,Ali Ahamada\Ali-Ahamada,km COM,GK,Toulouse,fr Ligue 1,21,1991,21,21,1890,21.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
46,Karim El Ahmadi\Karim-El-Ahmadi,ma MAR,MF,Aston Villa,eng Premier League,28,1985,31,26,2177,24.2,2,1,2,0,0,7,0,0.08,0.04,0.12,0.08,0.12,Matches
47,Stefan Aigner\Stefan-Aigner,de GER,FWMF,Eint Frankfurt,de Bundesliga,25,1987,28,24,2158,24.0,4,6,4,0,0,4,0,0.17,0.25,0.42,0.17,0.42,Matches
48,Nordine Aït Yahia\Nordine-Ait-Yahia,fr FRA,MF,Ajaccio,fr Ligue 1,21,1992,2,0,81,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
49,Karim Aït-Fana\Karim-Ait-Fana,ma MAR,FWMF,Montpellier,fr Ligue 1,24,1989,4,1,113,1.3,1,0,1,0,0,1,0,0.80,0.00,0.80,0.80,0.80,Matches
50,Nathan Aké\Nathan-Ake,nl NED,DFMF,Chelsea,eng Premier League,18,1995,1,0,12,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
51,Jean-Daniel Akpa-Akpro\Jean-Daniel-Akpa-Akpro,ci CIV,DFMF,Toulouse,fr Ligue 1,20,1992,22,18,1475,16.4,1,2,1,0,0,5,0,0.06,0.12,0.18,0.06,0.18,Matches
52,Chuba Akpom\Chuba-Akpom,eng ENG,FW,Arsenal,eng Premier League,17,1995,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
53,David Alaba\David-Alaba,at AUT,DFMF,Bayern Munich,de Bundesliga,21,1992,28,26,2398,26.6,2,6,1,1,2,0,0,0.08,0.23,0.30,0.04,0.26,Matches
54,Jordi Alba\Jordi-Alba,es ESP,DFMF,Barcelona,es La Liga,24,1989,15,14,1240,13.8,0,2,0,0,0,6,1,0.00,0.15,0.15,0.00,0.15,Matches
55,Edu Albácar\Edu-Albacar,es ESP,DF,Elche,es La Liga,33,1979,18,18,1586,17.6,3,1,0,3,3,4,0,0.17,0.06,0.23,0.00,0.06,Matches
56,Michelangelo Albertazzi\Michelangelo-Albertazzi,it ITA,DF,Hellas Verona,it Serie A,22,1991,15,14,1211,13.5,0,1,0,0,0,3,2,0.00,0.07,0.07,0.00,0.07,Matches
57,Luis Alberto\Luis-Alberto,es ESP,FWMF,Liverpool,eng Premier League,20,1992,9,0,144,1.6,0,1,0,0,0,0,0,0.00,0.62,0.62,0.00,0.62,Matches
58,Raúl Albiol\Raul-Albiol,es ESP,DF,Napoli,it Serie A,27,1985,32,30,2644,29.4,1,2,1,0,0,5,0,0.03,0.07,0.10,0.03,0.10,Matches
59,Unai Albizua\Unai-Albizua,es ESP,DF,Athletic Club,es La Liga,24,1989,4,0,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
60,Marc Albrighton\Marc-Albrighton,eng ENG,FWMF,Aston Villa,eng Premier League,23,1989,19,9,973,10.8,0,4,0,0,0,4,0,0.00,0.37,0.37,0.00,0.37,Matches
61,Tim Albutat\Tim-Albutat,de GER,MF,Freiburg,de Bundesliga,20,1992,1,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
62,Mads Albæk\Mads-Albaek,dk DEN,MF,Reims,fr Ligue 1,23,1990,27,17,1620,18.0,2,2,2,0,0,4,0,0.11,0.11,0.22,0.11,0.22,Matches
63,Paco Alcácer\Paco-Alcacer,es ESP,FW,Valencia,es La Liga,19,1993,23,17,1531,17.0,6,2,6,0,0,5,0,0.35,0.12,0.47,0.35,0.47,Matches
64,Thiago Alcántara\Thiago-Alcantara,es ESP,MF,Bayern Munich,de Bundesliga,22,1991,16,11,1001,11.1,2,4,2,0,0,1,0,0.18,0.36,0.54,0.18,0.54,Matches
65,Antolín Alcaraz\Antolin-Alcaraz,py PAR,DF,Everton,eng Premier League,31,1982,6,5,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
66,Gabriele Aldegani\Gabriele-Aldegani,it ITA,GK,Livorno,it Serie A,37,1976,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
67,Toby Alderweireld\Toby-Alderweireld,be BEL,DF,Atlético Madrid,es La Liga,24,1989,12,10,909,10.1,1,0,1,0,0,0,0,0.10,0.00,0.10,0.10,0.10,Matches
68,Romain Alessandrini\Romain-Alessandrini,fr FRA,FWMF,Rennes,fr Ligue 1,24,1989,27,21,1844,20.5,6,5,5,1,1,2,0,0.29,0.24,0.54,0.24,0.49,Matches
69,Alex\Alex,br BRA,DF,Paris S-G,fr Ligue 1,31,1982,31,30,2605,28.9,2,0,2,0,0,6,0,0.07,0.00,0.07,0.07,0.07,Matches
70,Marius Alexe\Marius-Alexe,ro ROU,FWMF,Sassuolo,it Serie A,23,1990,6,1,165,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
71,Alexis\Alexis,es ESP,DF,Getafe,es La Liga,27,1985,29,27,2491,27.7,0,0,0,0,0,15,1,0.00,0.00,0.00,0.00,0.00,Matches
72,Chaker Alhadhur\Chaker-Alhadhur,km COM,DFMF,Nantes,fr Ligue 1,21,1991,15,14,1241,13.8,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,Matches
73,Jérémie Aliadière\Jeremie-Aliadiere,fr FRA,FWMF,Lorient,fr Ligue 1,30,1983,27,24,2056,22.8,8,3,6,2,2,0,0,0.35,0.13,0.48,0.26,0.39,Matches
74,Denis Alibec\Denis-Alibec,ro ROU,FW,Bologna,it Serie A,22,1991,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
75,Rachid Alioui\Rachid-Alioui,ma MAR,FW,Guingamp,fr Ligue 1,21,1992,16,9,753,8.4,2,1,2,0,0,0,0,0.24,0.12,0.36,0.24,0.36,Matches
76,Sami Allagui\Sami-Allagui,tn TUN,FWMF,Hertha BSC,de Bundesliga,27,1986,29,23,1975,21.9,9,2,9,0,0,4,0,0.41,0.09,0.50,0.41,0.50,Matches
77,Allan\Allan,br BRA,DFMF,Udinese,it Serie A,22,1991,33,30,2642,29.4,0,2,0,0,0,6,1,0.00,0.07,0.07,0.00,0.07,Matches
78,Zana Allée\Zana-Allee,fr FRA,FWMF,Rennes,fr Ligue 1,19,1994,5,1,101,1.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
79,Joe Allen\Joe-Allen,wls WAL,MF,Liverpool,eng Premier League,23,1990,24,15,1443,16.0,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,Matches
80,Sergio Almirón\Sergio-Almiron,ar ARG,MF,Catania,it Serie A,32,1980,13,11,869,9.7,1,0,1,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Matches
81,Marcos Alonso\Marcos-Alonso,es ESP,DFMF,Sunderland,eng Premier League,22,1990,16,16,1440,16.0,0,1,0,0,0,5,1,0.00,0.06,0.06,0.00,0.06,Matches
82,Marcos Alonso\Marcos-Alonso,es ESP,DFMF,Fiorentina,it Serie A,22,1990,3,1,160,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
83,Xabi Alonso\Xabi-Alonso,es ESP,MF,Real Madrid,es La Liga,31,1981,26,23,2021,22.5,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,Matches
84,Jozy Altidore\Jozy-Altidore,us USA,FW,Sunderland,eng Premier League,23,1989,31,19,1783,19.8,1,1,1,0,0,3,0,0.05,0.05,0.10,0.05,0.10,Matches
85,Halil Alt?ntop\Halil-Altintop,tr TUR,FWMF,Augsburg,de Bundesliga,30,1982,34,34,2695,29.9,10,3,10,0,0,1,0,0.33,0.10,0.43,0.33,0.43,Matches
86,Sone Aluko\Sone-Aluko,ng NGA,FWMF,Hull City,eng Premier League,24,1989,17,10,933,10.4,1,3,1,0,0,1,0,0.10,0.29,0.39,0.10,0.39,Matches
87,Pablo Álvarez\Pablo-Alvarez,ar ARG,DF,Catania,it Serie A,29,1984,18,15,1382,15.4,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,Matches
88,Ricky Álvarez\Ricky-Alvarez,ar ARG,MF,Inter,it Serie A,25,1988,29,25,2110,23.4,4,8,4,0,0,4,1,0.17,0.34,0.51,0.17,0.51,Matches
89,Sergio Álvarez\Sergio-Alvarez,es ESP,GK,Celta Vigo,es La Liga,26,1986,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
90,Víctor Álvarez\Victor-Alvarez,es ESP,DFMF,Espanyol,es La Liga,20,1993,7,5,300,3.3,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
91,Dani Alves\Dani-Alves,br BRA,DFMF,Barcelona,es La Liga,30,1983,27,26,2385,26.5,2,3,2,0,0,6,0,0.08,0.11,0.19,0.08,0.19,Matches
92,Diego Alves\Diego-Alves,br BRA,GK,Valencia,es La Liga,28,1985,27,27,2280,25.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
93,Morgan Amalfitano\Morgan-Amalfitano,fr FRA,MF,West Brom,eng Premier League,28,1985,28,26,2140,23.8,4,3,4,0,0,3,0,0.17,0.13,0.29,0.17,0.29,Matches
94,Morgan Amalfitano\Morgan-Amalfitano,fr FRA,MF,Marseille,fr Ligue 1,28,1985,2,0,30,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
95,Jordi Amat\Jordi-Amat,es ESP,DF,Swansea City,eng Premier League,21,1992,17,13,1248,13.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
96,Amauri\Amauri,it ITA,FW,Parma,it Serie A,33,1980,31,20,1798,20.0,8,0,6,2,3,1,2,0.40,0.00,0.40,0.30,0.30,Matches
97,Jordan Amavi\Jordan-Amavi,fr FRA,DF,Nice,fr Ligue 1,19,1994,19,9,1021,11.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
98,Antonio Amaya\Antonio-Amaya,es ESP,DF,Betis,es La Liga,30,1983,24,22,2027,22.5,1,1,1,0,0,10,1,0.04,0.04,0.09,0.04,0.09,Matches
99,Massimo Ambrosini\Massimo-Ambrosini,it ITA,MF,Fiorentina,it Serie A,36,1977,21,16,1317,14.6,0,1,0,0,0,7,0,0.00,0.07,0.07,0.00,0.07,Matches
100,Marco Amelia\Marco-Amelia,it ITA,GK,Milan,it Serie A,31,1982,5,4,445,4.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
101,Sammy Ameobi\Sammy-Ameobi,eng ENG,FWMF,Newcastle Utd,eng Premier League,21,1992,10,4,376,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
102,Shola Ameobi\Shola-Ameobi,ng NGA,FW,Newcastle Utd,eng Premier League,31,1981,26,14,1287,14.3,2,0,2,0,0,1,1,0.14,0.00,0.14,0.14,0.14,Matches
103,Fernando Amorebieta\Fernando-Amorebieta,ve VEN,DF,Fulham,eng Premier League,28,1985,23,20,1847,20.5,1,0,1,0,0,5,1,0.05,0.00,0.05,0.05,0.05,Matches
104,Nordin Amrabat\Nordin-Amrabat,ma MAR,FWMF,Málaga,es La Liga,26,1987,15,15,1305,14.5,2,5,1,1,1,1,1,0.14,0.34,0.48,0.07,0.41,Matches
105,Mohamed Amsif\Mohamed-Amsif,ma MAR,GK,Augsburg,de Bundesliga,24,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
106,Luca Anania\Luca-Anania,it ITA,GK,Livorno,it Serie A,33,1980,3,3,262,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
107,Stephan Andersen\Stephan-Andersen,dk DEN,GK,Betis,es La Liga,31,1981,7,6,585,6.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
108,Anderson\Anderson,br BRA,MF,Manchester Utd,eng Premier League,25,1988,4,2,155,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
109,Anderson\Anderson,br BRA,MF,Fiorentina,it Serie A,25,1988,7,4,277,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
110,Bobley Anderson\Bobley-Anderson,ci CIV,MF,Málaga,es La Liga,21,1992,8,1,255,2.8,0,1,0,0,0,1,0,0.00,0.35,0.35,0.00,0.35,Matches
111,Felipe Anderson\Felipe-Anderson,br BRA,FWMF,Lazio,it Serie A,20,1993,13,7,526,5.8,0,1,0,0,0,1,0,0.00,0.17,0.17,0.00,0.17,Matches
112,Nícolas Andrade\Nicolas-Andrade,br BRA,GK,Hellas Verona,it Serie A,25,1988,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
113,Benjamin André\Benjamin-Andre,fr FRA,DFMF,Ajaccio,fr Ligue 1,22,1990,36,35,3064,34.0,4,5,4,0,0,2,1,0.12,0.15,0.26,0.12,0.26,Matches
114,Leon Andreasen\Leon-Andreasen,dk DEN,DFMF,Hannover 96,de Bundesliga,30,1983,31,28,2432,27.0,3,3,3,0,0,6,0,0.11,0.11,0.22,0.11,0.22,Matches
115,Marco Andreolli\Marco-Andreolli,it ITA,DF,Inter,it Serie A,27,1986,4,2,206,2.3,1,0,1,0,0,1,0,0.44,0.00,0.44,0.44,0.44,Matches
116,Mariano Andújar\Mariano-Andujar,ar ARG,GK,Catania,it Serie A,30,1983,24,24,2160,24.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
117,Nicolas Anelka\Nicolas-Anelka,fr FRA,FW,West Brom,eng Premier League,34,1979,12,11,849,9.4,2,0,2,0,0,0,0,0.21,0.00,0.21,0.21,0.21,Matches
118,José Ángel Crespo\Jose-Angel-Crespo,es ESP,DF,Bologna,it Serie A,26,1987,10,7,545,6.1,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,Matches
119,Miguel Ángel Moyá\Miguel-Angel-Moya,es ESP,GK,Getafe,es La Liga,29,1984,26,26,2307,25.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
120,Joan Àngel Román\Joan-Angel-Roman,es ESP,FWMF,Villarreal,es La Liga,20,1993,2,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
121,José Ángel\Jose-Angel,es ESP,DF,Real Sociedad,es La Liga,23,1989,22,22,1906,21.2,1,5,1,0,0,5,0,0.05,0.24,0.28,0.05,0.28,Matches
122,Marcos Angeleri\Marcos-Angeleri,ar ARG,DF,Málaga,es La Liga,30,1983,26,25,2221,24.7,0,1,0,0,0,9,2,0.00,0.04,0.04,0.00,0.04,Matches
123,Martin Angha\Martin-Angha,ch SUI,DF,Nürnberg,de Bundesliga,19,1994,14,11,1045,11.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
124,Benjamin Angoua\Benjamin-Angoua,ci CIV,DF,Valenciennes,fr Ligue 1,26,1986,16,15,1395,15.5,1,0,1,0,0,0,0,0.06,0.00,0.06,0.06,0.06,Matches
125,Aldo Angoula\Aldo-Angoula,fr FRA,DF,Evian,fr Ligue 1,32,1981,20,19,1717,19.1,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,Matches
126,Brayan Angulo\Brayan-Angulo,co COL,DFMF,Granada,es La Liga,23,1989,34,33,2938,32.6,0,2,0,0,0,5,0,0.00,0.06,0.06,0.00,0.06,Matches
127,Victor Anichebe\Victor-Anichebe,ng NGA,FW,Everton,eng Premier League,25,1988,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
128,Victor Anichebe\Victor-Anichebe,ng NGA,FW,West Brom,eng Premier League,25,1988,24,11,1220,13.6,3,3,3,0,0,3,0,0.22,0.22,0.44,0.22,0.44,Matches
129,Vurnon Anita\Vurnon-Anita,cw CUW,DFMF,Newcastle Utd,eng Premier League,24,1989,34,28,2457,27.3,1,1,1,0,0,2,0,0.04,0.04,0.07,0.04,0.07,Matches
130,Anthony Annan\Anthony-Annan,gh GHA,MF,Schalke 04,de Bundesliga,27,1986,3,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
131,Ion Ansotegi\Ion-Ansotegi,es ESP,DF,Real Sociedad,es La Liga,31,1982,24,18,1790,19.9,2,0,2,0,0,1,0,0.10,0.00,0.10,0.10,0.10,Matches
132,Luca Antei\Luca-Antei,it ITA,DF,Sassuolo,it Serie A,21,1992,22,22,1931,21.5,0,1,0,0,0,8,1,0.00,0.05,0.05,0.00,0.05,Matches
133,Luca Antonelli\Luca-Antonelli,it ITA,DFMF,Genoa,it Serie A,26,1987,30,30,2576,28.6,3,1,3,0,0,4,0,0.10,0.03,0.14,0.10,0.14,Matches
134,Luca Antonini\Luca-Antonini,it ITA,DFMF,Genoa,it Serie A,30,1982,26,25,2147,23.9,2,1,2,0,0,3,0,0.08,0.04,0.13,0.08,0.13,Matches
135,José Antonio Caro\Jose-Antonio-Caro,es ESP,DF,Betis,es La Liga,20,1993,4,1,171,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
136,José Antonio Reyes\Jose-Antonio-Reyes,es ESP,MF,Sevilla,es La Liga,29,1983,21,15,1174,13.0,0,6,0,0,0,5,0,0.00,0.46,0.46,0.00,0.46,Matches
137,Mikael Antonsson\Mikael-Antonsson,se SWE,DF,Bologna,it Serie A,32,1981,34,32,2955,32.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
138,Vitorino Antunes\Vitorino-Antunes,pt POR,DF,Málaga,es La Liga,26,1987,36,36,3179,35.3,0,0,0,0,0,12,0,0.00,0.00,0.00,0.00,0.00,Matches
139,Dennis Aogo\Dennis-Aogo,de GER,DFMF,Hamburger SV,de Bundesliga,26,1987,2,0,32,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
140,Dennis Aogo\Dennis-Aogo,de GER,DFMF,Schalke 04,de Bundesliga,26,1987,10,10,888,9.9,0,3,0,0,0,1,0,0.00,0.30,0.30,0.00,0.30,Matches
141,Alberto Aquilani\Alberto-Aquilani,it ITA,MF,Fiorentina,it Serie A,29,1984,31,31,2587,28.7,6,1,5,1,1,7,0,0.21,0.03,0.24,0.17,0.21,Matches
142,Javier Aquino\Javier-Aquino,mx MEX,MF,Villarreal,es La Liga,23,1990,32,18,1848,20.5,1,5,1,0,0,2,0,0.05,0.24,0.29,0.05,0.29,Matches
