Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
500,Romeo Castelen\Romeo-Castelen,nl NED,FWMF,Hamburger SV,de Bundesliga,28,1983,2,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
501,Gonzalo Castellani\Gonzalo-Castellani,ar ARG,MF,Villarreal,es La Liga,23,1987,10,1,267,3.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
502,Luca Castellazzi\Luca-Castellazzi,it ITA,GK,Inter,it Serie A,36,1975,7,5,506,5.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
503,Casto\Casto,es ESP,GK,Betis,es La Liga,29,1982,22,22,1960,21.8,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
504,André Castro\Andre-Castro,pt POR,MF,Sporting Gijón,es La Liga,23,1988,29,26,2129,23.7,2,2,2,0,0,7,0,0.08,0.08,0.17,0.08,0.17,Matches
505,Chory Castro\Chory-Castro,uy URU,FWMF,Mallorca,es La Liga,26,1984,35,30,2527,28.1,6,7,6,0,0,7,0,0.21,0.25,0.46,0.21,0.46,Matches
506,Diego Castro\Diego-Castro,es ESP,FWMF,Getafe,es La Liga,29,1982,31,25,2218,24.6,7,1,6,1,1,6,0,0.28,0.04,0.32,0.24,0.28,Matches
507,Gonzalo Castro\Gonzalo-Castro,de GER,DFMF,Leverkusen,de Bundesliga,24,1987,31,30,2713,30.1,2,7,2,0,0,4,1,0.07,0.23,0.30,0.07,0.30,Matches
508,Rubén Castro\Ruben-Castro,es ESP,FWMF,Betis,es La Liga,30,1981,34,33,2950,32.8,16,5,16,0,0,5,0,0.49,0.15,0.64,0.49,0.64,Matches
509,José Catalá\Jose-Catala,es ESP,DF,Villarreal,es La Liga,26,1985,13,13,1128,12.5,0,1,0,0,0,5,0,0.00,0.08,0.08,0.00,0.08,Matches
510,Andrea Catellani\Andrea-Catellani,it ITA,FW,Catania,it Serie A,23,1988,21,4,591,6.6,1,1,1,0,0,1,0,0.15,0.15,0.30,0.15,0.30,Matches
511,Lee Cattermole\Lee-Cattermole,eng ENG,MF,Sunderland,eng Premier League,23,1988,23,23,1934,21.5,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,Matches
512,Steven Caulker\Steven-Caulker,eng ENG,DF,Swansea City,eng Premier League,19,1991,26,26,2339,26.0,0,1,0,0,0,2,0,0.00,0.04,0.04,0.00,0.04,Matches
513,Johan Cavalli\Johan-Cavalli,fr FRA,MF,Ajaccio,fr Ligue 1,29,1981,31,29,2260,25.1,4,5,4,0,1,12,1,0.16,0.20,0.36,0.16,0.36,Matches
514,Edinson Cavani\Edinson-Cavani,uy URU,FWMF,Napoli,it Serie A,24,1987,35,32,2912,32.4,23,3,20,3,6,4,0,0.71,0.09,0.80,0.62,0.71,Matches
515,Santi Cazorla\Santi-Cazorla,es ESP,MF,Málaga,es La Liga,26,1984,38,38,3226,35.8,9,5,9,0,1,2,0,0.25,0.14,0.39,0.25,0.39,Matches
516,Riccardo Cazzola\Riccardo-Cazzola,it ITA,MF,Atalanta,it Serie A,25,1985,12,5,565,6.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
517,Ceará\Ceara,br BRA,DFGK,Paris S-G,fr Ligue 1,31,1980,24,17,1525,16.9,1,0,1,0,0,3,0,0.06,0.00,0.06,0.06,0.06,Matches
518,Luca Ceccarelli\Luca-Ceccarelli,it ITA,DFMF,Cesena,it Serie A,28,1983,25,19,1739,19.3,1,2,1,0,0,5,1,0.05,0.10,0.16,0.05,0.16,Matches
519,Petr ?ech\Petr-Cech,cz CZE,GK,Chelsea,eng Premier League,29,1982,34,34,3060,34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
520,Álvaro Cejudo\Alvaro-Cejudo,es ESP,MF,Osasuna,es La Liga,27,1984,34,28,2359,26.2,4,6,4,0,0,5,1,0.15,0.23,0.38,0.15,0.38,Matches
521,Stefano Celozzi\Stefano-Celozzi,de GER,DF,Stuttgart,de Bundesliga,22,1988,2,2,149,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
522,Pau Cendrós\Pau-Cendros,es ESP,DF,Mallorca,es La Liga,24,1987,25,20,1878,20.9,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches
523,Matteo Centurioni\Matteo-Centurioni,it ITA,DF,Novara,it Serie A,37,1974,22,20,1846,20.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
524,Pablo Ceppelini\Pablo-Ceppelini,uy URU,MF,Cagliari,it Serie A,19,1991,5,1,117,1.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
525,Alessio Cerci\Alessio-Cerci,it ITA,FWMF,Fiorentina,it Serie A,24,1987,23,18,1510,16.8,5,1,5,0,0,4,1,0.30,0.06,0.36,0.30,0.36,Matches
526,Radek ?erný\Radek-Cerny,cz CZE,GK,QPR,eng Premier League,37,1974,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
527,Boštjan Cesar\Bostjan-Cesar,si SVN,DF,Chievo,it Serie A,29,1982,29,24,2230,24.8,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
528,Júlio César\Julio-Cesar,br BRA,GK,Granada,es La Liga,24,1986,16,16,1440,16.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
529,Júlio César\Julio-Cesar,br BRA,GK,Inter,it Serie A,31,1979,33,33,2914,32.4,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
530,Mauro Cetto\Mauro-Cetto,ar ARG,DF,Lille,fr Ligue 1,29,1982,7,6,577,6.4,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
531,Mauro Cetto\Mauro-Cetto,ar ARG,DF,Palermo,it Serie A,29,1982,7,6,492,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
532,Kamel Chafni\Kamel-Chafni,ma MAR,MF,Auxerre,fr Ligue 1,29,1982,31,26,2261,25.1,2,4,2,0,0,8,1,0.08,0.16,0.24,0.08,0.24,Matches
533,Sofian Chahed\Sofian-Chahed,tn TUN,DFMF,Hannover 96,de Bundesliga,28,1983,16,12,1123,12.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
534,Florent Chaigneau\Florent-Chaigneau,fr FRA,GK,Lorient,fr Ligue 1,27,1984,3,2,255,2.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
535,Matthieu Chalmé\Matthieu-Chalme,fr FRA,DF,Bordeaux,fr Ligue 1,30,1980,8,8,654,7.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
536,Marouane Chamakh\Marouane-Chamakh,ma MAR,FW,Arsenal,eng Premier League,27,1984,11,1,180,2.0,1,0,1,0,0,0,0,0.50,0.00,0.50,0.50,0.50,Matches
537,Timothy Chandler\Timothy-Chandler,us USA,DFMF,Nürnberg,de Bundesliga,21,1990,30,29,2512,27.9,1,2,1,0,0,5,1,0.04,0.07,0.11,0.04,0.11,Matches
538,Clément Chantôme\Clement-Chantome,fr FRA,MF,Paris S-G,fr Ligue 1,23,1987,15,8,839,9.3,0,3,0,0,0,1,0,0.00,0.32,0.32,0.00,0.32,Matches
539,Cristian Chávez\Cristian-Chavez,ar ARG,FWMF,Napoli,it Serie A,24,1987,2,0,21,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
540,Chechu\Chechu,es ESP,DF,Betis,es La Liga,29,1982,33,32,2891,32.1,1,0,1,0,0,5,1,0.03,0.00,0.03,0.03,0.03,Matches
541,Aurélien Chedjou\Aurelien-Chedjou,cm CMR,DF,Lille,fr Ligue 1,26,1985,27,27,2344,26.0,5,0,5,0,0,2,0,0.19,0.00,0.19,0.19,0.19,Matches
542,Nicolò Cherubin\Nicolo-Cherubin,it ITA,DF,Bologna,it Serie A,24,1986,21,14,1474,16.4,1,0,1,0,0,6,0,0.06,0.00,0.06,0.06,0.06,Matches
543,Steve Cherundolo\Steve-Cherundolo,us USA,DF,Hannover 96,de Bundesliga,32,1979,22,22,1953,21.7,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
544,Benoît Cheyrou\Benoit-Cheyrou,fr FRA,MF,Marseille,fr Ligue 1,30,1981,33,27,2497,27.7,4,0,4,0,0,4,0,0.14,0.00,0.14,0.14,0.14,Matches
545,Javier Chica\Javier-Chica,es ESP,DF,Betis,es La Liga,26,1985,15,14,1233,13.7,0,2,0,0,0,3,0,0.00,0.15,0.15,0.00,0.15,Matches
546,Chico\Chico,es ESP,DF,Mallorca,es La Liga,24,1987,33,33,2911,32.3,0,2,0,0,0,14,0,0.00,0.06,0.06,0.00,0.06,Matches
547,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,it Serie A,26,1984,34,34,3023,33.6,2,1,2,0,0,7,0,0.06,0.03,0.09,0.06,0.09,Matches
548,Adil Chihi\Adil-Chihi,ma MAR,FWMF,Köln,de Bundesliga,23,1988,10,10,750,8.3,2,0,2,0,0,2,0,0.24,0.00,0.24,0.24,0.24,Matches
549,Cristian Chivu\Cristian-Chivu,ro ROU,DF,Inter,it Serie A,30,1980,14,13,1059,11.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
550,Michaël Chrétien\Michael-Chretien,ma MAR,DF,Nancy,fr Ligue 1,27,1984,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
551,Chris\Chris,br BRA,DFMF,Wolfsburg,de Bundesliga,32,1978,8,7,578,6.4,1,2,1,0,0,3,0,0.16,0.31,0.47,0.16,0.47,Matches
552,Christian\Christian,es ESP,DF,Racing Sant,es La Liga,25,1985,20,14,1362,15.1,1,0,1,0,0,7,0,0.07,0.00,0.07,0.07,0.07,Matches
553,Park Chu-young\Park-Chu-young,kr KOR,FWMF,Arsenal,eng Premier League,26,1985,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
554,Lee Chung-yong\Lee-Chung-yong,kr KOR,FWMF,Bolton,eng Premier League,23,1988,2,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
555,Michaël Ciani\Michael-Ciani,fr FRA,DF,Bordeaux,fr Ligue 1,27,1984,31,30,2662,29.6,1,1,1,0,0,6,0,0.03,0.03,0.07,0.03,0.07,Matches
556,Cicinho\Cicinho,br BRA,DF,Roma,it Serie A,31,1980,2,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
557,Luca Cigarini\Luca-Cigarini,it ITA,MF,Atalanta,it Serie A,25,1986,32,30,2543,28.3,1,1,1,0,0,12,0,0.04,0.04,0.07,0.04,0.07,Matches
558,Tolga Ci?erci\Tolga-Cigerci,tr TUR,MF,M'Gladbach,de Bundesliga,19,1992,2,1,73,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
559,Per Ciljan Skjelbred\Per-Ciljan-Skjelbred,no NOR,MF,Hamburger SV,de Bundesliga,24,1987,8,5,356,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
560,Domingo Cisma\Domingo-Cisma,es ESP,DF,Racing Sant,es La Liga,29,1982,26,25,2195,24.4,0,0,0,0,0,9,1,0.00,0.00,0.00,0.00,0.00,Matches
561,Djibril Cissé\Djibril-Cisse,fr FRA,FW,Lazio,it Serie A,29,1981,18,13,1196,13.3,1,5,1,0,0,2,0,0.08,0.38,0.45,0.08,0.45,Matches
562,Djibril Cissé\Djibril-Cisse,fr FRA,FW,QPR,eng Premier League,29,1981,8,7,535,5.9,6,0,6,0,0,0,2,1.01,0.00,1.01,1.01,1.01,Matches
563,Édouard Cissé\Edouard-Cisse,fr FRA,MF,Auxerre,fr Ligue 1,33,1978,28,27,2393,26.6,2,1,2,0,0,10,0,0.08,0.04,0.11,0.08,0.11,Matches
564,Papiss Cissé\Papiss-Cisse,sn SEN,FW,Freiburg,de Bundesliga,26,1985,17,17,1530,17.0,9,2,8,1,2,2,0,0.53,0.12,0.65,0.47,0.59,Matches
565,Papiss Cissé\Papiss-Cisse,sn SEN,FW,Newcastle Utd,eng Premier League,26,1985,14,13,1106,12.3,13,1,13,0,0,1,0,1.06,0.08,1.14,1.06,1.14,Matches
566,Aly Cissokho\Aly-Cissokho,fr FRA,DF,Lyon,fr Ligue 1,23,1987,31,30,2714,30.2,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches
567,Renato Civelli\Renato-Civelli,ar ARG,DF,Nice,fr Ligue 1,27,1983,34,34,3055,33.9,4,4,4,0,0,5,1,0.12,0.12,0.24,0.12,0.24,Matches
568,Ciaran Clark\Ciaran-Clark,ie IRL,DFMF,Aston Villa,eng Premier League,21,1989,15,13,1145,12.7,1,2,1,0,0,3,0,0.08,0.16,0.24,0.08,0.24,Matches
569,Christian Clemens\Christian-Clemens,de GER,FWMF,Köln,de Bundesliga,19,1991,31,23,2080,23.1,5,2,5,0,0,1,0,0.22,0.09,0.30,0.22,0.30,Matches
570,Jérémy Clément\Jeremy-Clement,fr FRA,MF,Saint-Étienne,fr Ligue 1,26,1984,35,35,3104,34.5,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
571,François Clerc\Francois-Clerc,fr FRA,DF,Nice,fr Ligue 1,28,1983,32,32,2837,31.5,4,2,4,0,0,4,0,0.13,0.06,0.19,0.13,0.19,Matches
572,Tom Cleverley\Tom-Cleverley,eng ENG,MF,Manchester Utd,eng Premier League,21,1989,10,5,450,5.0,0,1,0,0,0,0,0,0.00,0.20,0.20,0.00,0.20,Matches
573,Gaël Clichy\Gael-Clichy,fr FRA,DF,Manchester City,eng Premier League,26,1985,28,28,2488,27.6,0,4,0,0,0,2,1,0.00,0.14,0.14,0.00,0.14,Matches
574,Sebastián Coates\Sebastian-Coates,uy URU,DF,Liverpool,eng Premier League,20,1990,7,4,487,5.4,1,0,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches
575,David Cobeño\David-Cobeno,es ESP,GK,Rayo Vallecano,es La Liga,29,1982,15,14,1297,14.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
576,Andrea Coda\Andrea-Coda,it ITA,DF,Udinese,it Serie A,26,1985,7,6,524,5.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
577,Jordi Codina\Jordi-Codina,es ESP,GK,Getafe,es La Liga,29,1982,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
578,Paul Codrea\Paul-Codrea,ro ROU,DFMF,Siena,it Serie A,30,1981,1,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
579,Fábio Coentrão\Fabio-Coentrao,pt POR,DF,Real Madrid,es La Liga,23,1988,20,12,1229,13.7,0,3,0,0,0,5,0,0.00,0.22,0.22,0.00,0.22,Matches
580,Renaud Cohade\Renaud-Cohade,fr FRA,MF,Valenciennes,fr Ligue 1,26,1984,35,34,2957,32.9,7,5,6,1,1,6,0,0.21,0.15,0.37,0.18,0.33,Matches
581,Almog Cohen\Almog-Cohen,il ISR,MF,Nürnberg,de Bundesliga,22,1988,24,12,1089,12.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
582,Coke\Coke,es ESP,DF,Sevilla,es La Liga,24,1987,28,24,2171,24.1,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
583,Jack Colback\Jack-Colback,eng ENG,MF,Sunderland,eng Premier League,21,1989,35,29,2672,29.7,1,1,1,0,0,3,0,0.03,0.03,0.07,0.03,0.07,Matches
584,Ashley Cole\Ashley-Cole,eng ENG,DF,Chelsea,eng Premier League,30,1980,32,31,2786,31.0,0,6,0,0,0,8,1,0.00,0.19,0.19,0.00,0.19,Matches
585,Joe Cole\Joe-Cole,eng ENG,MF,Lille,fr Ligue 1,29,1981,32,20,1768,19.6,4,3,4,0,0,3,0,0.20,0.15,0.36,0.20,0.36,Matches
586,Séamus Coleman\Seamus-Coleman,ie IRL,DFMF,Everton,eng Premier League,22,1988,18,14,1127,12.5,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
587,James Collins\James-Collins,wls WAL,DF,Aston Villa,eng Premier League,27,1983,32,31,2780,30.9,1,0,1,0,0,7,0,0.03,0.00,0.03,0.03,0.03,Matches
588,Fabricio Coloccini\Fabricio-Coloccini,ar ARG,DFMF,Newcastle Utd,eng Premier League,29,1982,35,35,3041,33.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
589,Gonzalo Colsa\Gonzalo-Colsa,es ESP,MF,Racing Sant,es La Liga,32,1979,18,14,1219,13.5,1,0,1,0,0,4,0,0.07,0.00,0.07,0.07,0.07,Matches
590,Giuseppe Colucci\Giuseppe-Colucci,it ITA,MF,Cesena,it Serie A,30,1980,22,18,1402,15.6,0,1,0,0,0,5,1,0.00,0.06,0.06,0.00,0.06,Matches
591,Adrián Colunga\Adrian-Colunga,es ESP,FWMF,Getafe,es La Liga,26,1984,4,0,115,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
592,Adrián Colunga\Adrian-Colunga,es ESP,FWMF,Sporting Gijón,es La Liga,26,1984,17,13,1078,12.0,3,2,3,0,0,2,0,0.25,0.17,0.42,0.25,0.42,Matches
593,Gianluca Comotto\Gianluca-Comotto,it ITA,DF,Cesena,it Serie A,32,1978,28,28,2337,26.0,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
594,Marvin Compper\Marvin-Compper,de GER,DF,Hoffenheim,de Bundesliga,26,1985,30,30,2700,30.0,2,0,2,0,0,5,1,0.07,0.00,0.07,0.07,0.07,Matches
595,Daniel Congré\Daniel-Congre,fr FRA,DF,Toulouse,fr Ligue 1,26,1985,37,37,3330,37.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
596,Matthew Connolly\Matthew-Connolly,eng ENG,DF,QPR,eng Premier League,23,1987,6,5,489,5.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
597,Andrea Consigli\Andrea-Consigli,it ITA,GK,Atalanta,it Serie A,24,1987,35,35,3030,33.7,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
598,Kévin Constant\Kevin-Constant,gn GUI,DFMF,Genoa,it Serie A,24,1987,21,17,1341,14.9,1,1,1,0,0,4,0,0.07,0.07,0.13,0.07,0.13,Matches
599,Diego Contento\Diego-Contento,de GER,DF,Bayern Munich,de Bundesliga,21,1990,11,5,496,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
600,Daniele Conti\Daniele-Conti,it ITA,MF,Cagliari,it Serie A,32,1979,32,30,2636,29.3,4,5,3,1,1,12,0,0.14,0.17,0.31,0.10,0.27,Matches
601,Matteo Contini\Matteo-Contini,it ITA,DF,Siena,it Serie A,31,1980,16,12,1126,12.5,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
602,Roy Contout\Roy-Contout,fr FRA,FW,Auxerre,fr Ligue 1,26,1985,37,16,1819,20.2,5,5,5,0,0,3,0,0.25,0.25,0.49,0.25,0.49,Matches
603,Francis Coquelin\Francis-Coquelin,fr FRA,DFMF,Arsenal,eng Premier League,20,1991,10,6,634,7.0,0,1,0,0,0,2,0,0.00,0.14,0.14,0.00,0.14,Matches
604,Sébastien Corchia\Sebastien-Corchia,fr FRA,DF,Sochaux,fr Ligue 1,20,1990,31,28,2522,28.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
605,Iván Córdoba\Ivan-Cordoba,co COL,DF,Inter,it Serie A,34,1976,5,1,216,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
606,Benjamin Corgnet\Benjamin-Corgnet,fr FRA,MF,Dijon,fr Ligue 1,24,1987,36,35,2975,33.1,8,2,8,0,0,2,0,0.24,0.06,0.30,0.24,0.30,Matches
607,Vedran ?orluka\Vedran-Corluka,hr CRO,DF,Tottenham,eng Premier League,25,1986,3,1,136,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
608,Vedran ?orluka\Vedran-Corluka,hr CRO,DF,Leverkusen,de Bundesliga,25,1986,7,7,595,6.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
609,Rober Correa\Rober-Correa,es ESP,DF,Rayo Vallecano,es La Liga,18,1992,2,2,89,1.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
610,David Cortés\David-Cortes,es ESP,DF,Granada,es La Liga,31,1979,10,8,733,8.1,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
611,Daniele Corvia\Daniele-Corvia,it ITA,FW,Lecce,it Serie A,26,1984,22,6,732,8.1,2,0,2,0,0,3,0,0.25,0.00,0.25,0.25,0.25,Matches
612,Achille Coser\Achille-Coser,it ITA,GK,Novara,it Serie A,29,1982,2,2,134,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
613,Andrea Cossu\Andrea-Cossu,it ITA,MF,Cagliari,it Serie A,31,1980,32,31,2515,27.9,1,4,1,0,0,12,0,0.04,0.14,0.18,0.04,0.18,Matches
614,Danny da Costa\Danny-da-Costa,de GER,DFMF,Leverkusen,de Bundesliga,18,1993,6,5,319,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
615,Diego Costa\Diego-Costa,es ESP,FW,Rayo Vallecano,es La Liga,22,1988,16,15,1310,14.6,9,4,7,2,2,9,0,0.62,0.27,0.89,0.48,0.76,Matches
616,Jaume Costa\Jaume-Costa,es ESP,DF,Villarreal,es La Liga,23,1988,6,6,540,6.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
617,Ricardo Costa\Ricardo-Costa,pt POR,DF,Valencia,es La Liga,30,1981,12,11,1010,11.2,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,Matches
618,Tino Costa\Tino-Costa,ar ARG,MF,Valencia,es La Liga,26,1985,27,22,2029,22.5,5,3,4,1,1,12,1,0.22,0.13,0.35,0.18,0.31,Matches
619,Benoît Costil\Benoit-Costil,fr FRA,GK,Rennes,fr Ligue 1,24,1987,37,37,3330,37.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
620,Jean-Christophe Coubronne\Jean-Christophe-Coubronne,fr FRA,DF,Novara,it Serie A,22,1989,1,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
621,Adama Coulibaly\Adama-Coulibaly,ml MLI,DFMF,Auxerre,fr Ligue 1,30,1980,8,8,681,7.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
622,Kafoumba Coulibaly\Kafoumba-Coulibaly,ci CIV,MF,Nice,fr Ligue 1,25,1985,28,26,2419,26.9,1,3,1,0,0,4,0,0.04,0.11,0.15,0.04,0.15,Matches
623,Ousmane Coulibaly\Ousmane-Coulibaly,ml MLI,DF,Brest,fr Ligue 1,22,1989,18,17,1519,16.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
624,Mehdi Courgnaud\Mehdi-Courgnaud,fr FRA,FWMF,Dijon,fr Ligue 1,20,1990,11,4,477,5.3,0,1,0,0,0,4,0,0.00,0.19,0.19,0.00,0.19,Matches
625,Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Atlético Madrid,es La Liga,19,1992,37,37,3261,36.2,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
626,Mathieu Coutadeur\Mathieu-Coutadeur,fr FRA,MF,Lorient,fr Ligue 1,25,1986,30,24,2110,23.4,2,1,2,0,0,2,0,0.09,0.04,0.13,0.09,0.13,Matches
627,Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,Espanyol,es La Liga,19,1992,16,14,1177,13.1,5,1,5,0,0,3,1,0.38,0.08,0.46,0.38,0.46,Matches
628,Philippe Coutinho\Philippe-Coutinho,br BRA,FWMF,Inter,it Serie A,19,1992,5,4,247,2.7,1,1,1,0,0,1,0,0.36,0.36,0.73,0.36,0.73,Matches
629,Simon Cox\Simon-Cox,ie IRL,FW,West Brom,eng Premier League,24,1987,18,7,766,8.5,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,Matches
630,Jody Craddock\Jody-Craddock,eng ENG,DFMF,Wolves,eng Premier League,36,1975,1,1,73,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
631,Martí Crespí\Marti-Crespi,es ESP,DF,Mallorca,es La Liga,24,1987,8,5,506,5.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
632,Hernán Crespo\Hernan-Crespo,ar ARG,FW,Parma,it Serie A,36,1975,4,0,66,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
633,Cris\Cris,br BRA,DF,Lyon,fr Ligue 1,34,1977,20,20,1734,19.3,2,0,2,0,0,3,0,0.10,0.00,0.10,0.10,0.10,Matches
634,Andrew Crofts\Andrew-Crofts,wls WAL,MF,Norwich City,eng Premier League,27,1984,24,13,1285,14.3,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,Matches
635,Pierrick Cros\Pierrick-Cros,fr FRA,DF,Saint-Étienne,fr Ligue 1,19,1992,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
636,Pierrick Cros\Pierrick-Cros,fr FRA,GK,Sochaux,fr Ligue 1,20,1991,7,7,630,7.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
637,Peter Crouch\Peter-Crouch,eng ENG,FW,Stoke City,eng Premier League,30,1981,32,31,2682,29.8,10,3,10,0,0,2,0,0.34,0.10,0.44,0.34,0.44,Matches
638,Peter Crouch\Peter-Crouch,eng ENG,FW,Tottenham,eng Premier League,30,1981,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
639,Albert Crusat\Albert-Crusat,es ESP,FWMF,Wigan Athletic,eng Premier League,29,1982,15,4,493,5.5,1,0,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches
640,Rinaldo Cruzado\Rinaldo-Cruzado,pe PER,MF,Chievo,it Serie A,26,1984,20,13,1062,11.8,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,Matches
641,Juan Cuadrado\Juan-Cuadrado,co COL,DFFW,Lecce,it Serie A,23,1988,33,32,2700,30.0,3,1,3,0,0,9,1,0.10,0.03,0.13,0.10,0.13,Matches
642,Carlos Cuéllar\Carlos-Cuellar,es ESP,DF,Aston Villa,eng Premier League,29,1981,18,17,1491,16.6,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,Matches
643,Iván Cuéllar\Ivan-Cuellar,es ESP,GK,Sporting Gijón,es La Liga,27,1984,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
644,Isaac Cuenca\Isaac-Cuenca,es ESP,FWMF,Barcelona,es La Liga,20,1991,16,11,1076,12.0,2,3,2,0,0,1,0,0.17,0.25,0.42,0.17,0.42,Matches
