Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
388,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,Juventus,it Serie A,37,1978,35,35,3150,35.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
389,Frédéric Bulot\Frederic-Bulot,ga GAB,MFFW,Reims,fr Ligue 1,24,1990,16,11,1020,11.3,1,0,1,0,0,1,0,0.09,0.00,0.09,0.09,0.09,Matches
390,Niko Bungert\Niko-Bungert,de GER,DF,Mainz 05,de Bundesliga,28,1986,21,20,1745,19.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
391,Mark Bunn\Mark-Bunn,eng ENG,GK,Aston Villa,eng Premier League,30,1984,10,10,900,10.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
392,Nicolás Burdisso\Nicolas-Burdisso,ar ARG,DF,Genoa,it Serie A,34,1981,28,28,2446,27.2,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
393,Burgui\Burgui,es ESP,MFFW,Espanyol,es La Liga,21,1993,26,8,991,11.0,1,3,1,0,1,0,0,0.09,0.27,0.36,0.09,0.36,Matches
394,Roman Bürki\Roman-Burki,ch SUI,GK,Dortmund,de Bundesliga,24,1990,33,33,2970,33.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
395,Sergio Busquets\Sergio-Busquets,es ESP,MF,Barcelona,es La Liga,27,1988,35,34,2894,32.2,0,4,0,0,0,6,0,0.00,0.12,0.12,0.00,0.12,Matches
396,Gaëtan Bussmann\Gaetan-Bussmann,fr FRA,DF,Mainz 05,de Bundesliga,24,1991,13,13,1170,13.0,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,Matches
397,Ludovic Butelle\Ludovic-Butelle,fr FRA,GK,Angers,fr Ligue 1,32,1983,19,19,1710,19.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
398,Jack Butland\Jack-Butland,eng ENG,GK,Stoke City,eng Premier League,22,1993,31,31,2790,31.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
399,Sam Byram\Sam-Byram,eng ENG,DF,West Ham,eng Premier League,21,1993,4,2,288,3.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
400,Jakub B?aszczykowski\Jakub-Blaszczykowski,pl POL,MFFW,Fiorentina,it Serie A,29,1985,15,9,761,8.5,2,1,2,0,0,1,0,0.24,0.12,0.35,0.24,0.35,Matches
401,Willy Caballero\Willy-Caballero,ar ARG,GK,Manchester City,eng Premier League,33,1981,4,3,311,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
402,Yohan Cabaye\Yohan-Cabaye,fr FRA,MF,Crystal Palace,eng Premier League,29,1986,33,32,2689,29.9,5,1,2,3,4,7,0,0.17,0.03,0.20,0.07,0.10,Matches
403,Rémy Cabella\Remy-Cabella,fr FRA,MFFW,Marseille,fr Ligue 1,25,1990,34,30,2556,28.4,5,3,5,0,0,9,0,0.18,0.11,0.28,0.18,0.28,Matches
404,Jimmy Cabot\Jimmy-Cabot,fr FRA,MFFW,Troyes,fr Ligue 1,21,1994,15,7,729,8.1,3,1,3,0,0,1,0,0.37,0.12,0.49,0.37,0.49,Matches
405,Jimmy Cabot\Jimmy-Cabot,fr FRA,MFFW,Lorient,fr Ligue 1,21,1994,13,8,746,8.3,1,3,1,0,0,1,0,0.12,0.36,0.48,0.12,0.48,Matches
406,Gustavo Cabral\Gustavo-Cabral,ar ARG,DF,Celta Vigo,es La Liga,29,1985,31,31,2675,29.7,0,0,0,0,0,10,2,0.00,0.00,0.00,0.00,0.00,Matches
407,Fabrizio Cacciatore\Fabrizio-Cacciatore,it ITA,DF,Chievo,it Serie A,28,1986,29,25,2313,25.7,1,3,1,0,0,6,0,0.04,0.12,0.16,0.04,0.16,Matches
408,Martín Cáceres\Martin-Caceres,uy URU,DF,Juventus,it Serie A,28,1987,6,5,448,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
409,Dorian Caddy\Dorian-Caddy,fr FRA,FW,Nice,fr Ligue 1,20,1995,7,3,238,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
410,Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,eng Premier League,29,1985,23,21,1957,21.7,2,1,2,0,0,2,0,0.09,0.05,0.14,0.09,0.14,Matches
411,Yannick Cahuzac\Yannick-Cahuzac,fr FRA,MF,Bastia,fr Ligue 1,30,1985,31,29,2547,28.3,2,1,2,0,0,14,2,0.07,0.04,0.11,0.07,0.11,Matches
412,Júnior Caiçara\Junior-Caicara,br BRA,DFMF,Schalke 04,de Bundesliga,26,1989,23,22,1852,20.6,0,3,0,0,0,7,0,0.00,0.15,0.15,0.00,0.15,Matches
413,Felipe Caicedo\Felipe-Caicedo,ec ECU,FW,Espanyol,es La Liga,26,1988,31,26,2135,23.7,8,0,8,0,1,6,0,0.34,0.00,0.34,0.34,0.34,Matches
414,Caiuby\Caiuby,br BRA,MFFW,Augsburg,de Bundesliga,27,1988,26,25,2216,24.6,4,5,4,0,0,11,0,0.16,0.20,0.37,0.16,0.37,Matches
415,Cala\Cala,es ESP,DF,Getafe,es La Liga,25,1989,22,21,1911,21.2,1,1,1,0,0,11,1,0.05,0.05,0.09,0.05,0.09,Matches
416,Davide Calabria\Davide-Calabria,it ITA,DF,Milan,it Serie A,18,1996,6,3,372,4.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
417,Luca Caldirola\Luca-Caldirola,it ITA,DF,Darmstadt 98,de Bundesliga,24,1991,34,34,3060,34.0,0,1,0,0,0,4,0,0.00,0.03,0.03,0.00,0.03,Matches
418,Hakan Çalhano?lu\Hakan-Calhanoglu,tr TUR,MF,Leverkusen,de Bundesliga,21,1994,31,27,2256,25.1,3,5,2,1,2,1,0,0.12,0.20,0.32,0.08,0.28,Matches
419,Daniel Caligiuri\Daniel-Caligiuri,it ITA,MF,Wolfsburg,de Bundesliga,27,1988,29,20,1824,20.3,2,5,2,0,0,4,0,0.10,0.25,0.35,0.10,0.35,Matches
420,José Callejón\Jose-Callejon,es ESP,FW,Napoli,it Serie A,28,1987,38,35,2813,31.3,7,7,7,0,0,4,0,0.22,0.22,0.45,0.22,0.45,Matches
421,Jan-Ingwer Callsen-Bracker\Jan-Ingwer-Callsen-Bracker,de GER,DF,Augsburg,de Bundesliga,30,1984,10,8,743,8.3,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,Matches
422,Ignacio Camacho\Ignacio-Camacho,es ESP,MF,Málaga,es La Liga,25,1990,23,23,2005,22.3,2,1,2,0,0,8,1,0.09,0.04,0.13,0.09,0.13,Matches
423,Abdoul Camara\Abdoul-Camara,gn GUI,FW,Angers,fr Ligue 1,25,1990,17,17,1455,16.2,2,0,2,0,0,4,0,0.12,0.00,0.12,0.12,0.12,Matches
424,Souleymane Camara\Souleymane-Camara,sn SEN,FWMF,Montpellier,fr Ligue 1,32,1982,33,22,1989,22.1,7,6,7,0,0,1,0,0.32,0.27,0.59,0.32,0.59,Matches
425,Víctor Camarasa\Victor-Camarasa,es ESP,MF,Levante,es La Liga,21,1994,34,21,2121,23.6,2,3,2,0,0,4,0,0.08,0.13,0.21,0.08,0.21,Matches
426,Geoff Cameron\Geoff-Cameron,us USA,DFMF,Stoke City,eng Premier League,30,1985,30,27,2359,26.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,Matches
427,Fraizer Campbell\Fraizer-Campbell,eng ENG,FW,Crystal Palace,eng Premier League,27,1987,11,4,362,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
428,Joel Campbell\Joel-Campbell,cr CRC,MF,Arsenal,eng Premier League,23,1992,19,11,884,9.8,3,2,3,0,0,0,0,0.31,0.20,0.51,0.31,0.51,Matches
429,Michele Camporese\Michele-Camporese,it ITA,DF,Empoli,it Serie A,23,1992,2,2,160,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
430,Fabien Camus\Fabien-Camus,tn TUN,MFFW,Troyes,fr Ligue 1,30,1985,35,28,2401,26.7,5,1,5,0,0,2,2,0.19,0.04,0.22,0.19,0.22,Matches
431,Emre Can\Emre-Can,de GER,MFDF,Liverpool,eng Premier League,21,1994,30,28,2491,27.7,1,0,1,0,0,9,0,0.04,0.00,0.04,0.04,0.04,Matches
432,Lorik Cana\Lorik-Cana,al ALB,DF,Nantes,fr Ligue 1,32,1983,21,20,1757,19.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
433,Sergio Canales\Sergio-Canales,es ESP,MFFW,Real Sociedad,es La Liga,24,1991,16,11,895,9.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
434,José Cañas\Jose-Canas,es ESP,MF,Espanyol,es La Liga,28,1987,13,7,693,7.7,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
435,João Cancelo\Joao-Cancelo,pt POR,DFFW,Valencia,es La Liga,21,1994,28,25,2117,23.5,1,4,1,0,0,6,1,0.04,0.17,0.21,0.04,0.21,Matches
436,Antonio Candreva\Antonio-Candreva,it ITA,FWMF,Lazio,it Serie A,28,1987,30,28,2187,24.3,10,3,4,6,8,4,0,0.41,0.12,0.53,0.16,0.29,Matches
437,Roberto Canella\Roberto-Canella,es ESP,DF,Sporting Gijón,es La Liga,27,1988,9,8,703,7.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
438,Cani\Cani,es ESP,MF,La Coruña,es La Liga,33,1981,18,12,882,9.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
439,Paolo Cannavaro\Paolo-Cannavaro,it ITA,DF,Sassuolo,it Serie A,34,1981,31,30,2643,29.4,0,1,0,0,0,8,0,0.00,0.03,0.03,0.00,0.03,Matches
440,Sergi Canós\Sergi-Canos,es ESP,FWMF,Liverpool,eng Premier League,18,1997,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
441,Russell Canouse\Russell-Canouse,us USA,MF,Hoffenheim,de Bundesliga,20,1995,1,0,24,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
442,Ander Capa\Ander-Capa,es ESP,DF,Eibar,es La Liga,23,1992,36,34,3120,34.7,2,5,2,0,0,12,0,0.06,0.14,0.20,0.06,0.20,Matches
443,Diego Capel\Diego-Capel,es ESP,FWMF,Genoa,it Serie A,27,1988,21,5,716,8.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
444,Pierrick Capelle\Pierrick-Capelle,fr FRA,FWMF,Angers,fr Ligue 1,28,1987,28,15,1258,14.0,4,0,4,0,0,4,1,0.29,0.00,0.29,0.29,0.29,Matches
445,Eneko Capilla\Eneko-Capilla,es ESP,MF,Real Sociedad,es La Liga,20,1995,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
446,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Watford,eng Premier League,27,1988,33,33,2814,31.3,0,1,0,0,0,7,0,0.00,0.03,0.03,0.00,0.03,Matches
447,Carlos Carbonero\Carlos-Carbonero,co COL,FWMF,Sampdoria,it Serie A,25,1990,14,11,1033,11.5,0,3,0,0,0,3,0,0.00,0.26,0.26,0.00,0.26,Matches
448,Yoan Cardinale\Yoan-Cardinale,fr FRA,GK,Nice,fr Ligue 1,21,1994,26,25,2307,25.6,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
449,Rui Miguel Rodrigues Cardoso\Rui-Miguel-Rodrigues-Cardoso,pt POR,DF,La Coruña,es La Liga,21,1994,3,0,49,0.5,0,1,0,0,0,0,0,0.00,1.84,1.84,0.00,1.84,Matches
450,Julien Cardy\Julien-Cardy,fr FRA,MF,Guingamp,fr Ligue 1,33,1981,14,4,511,5.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
451,Massimiliano Carlini\Massimiliano-Carlini,it ITA,MFFW,Frosinone,it Serie A,28,1986,14,2,385,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
452,Juan Carlos Paredes\Juan-Carlos-Paredes,ec ECU,DFMF,Watford,eng Premier League,28,1987,17,7,771,8.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
453,João Carlos Teixeira\Joao-Carlos-Teixeira,pt POR,MF,Liverpool,eng Premier League,22,1993,1,0,4,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
454,Juan Carlos Valerón\Juan-Carlos-Valeron,es ESP,MF,Las Palmas,es La Liga,40,1975,13,3,389,4.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
455,Juan Carlos\Juan-Carlos,es ESP,GK,Rayo Vallecano,es La Liga,27,1988,21,19,1804,20.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
456,Carlos Carmona\Carlos-Carmona,cl CHI,MF,Atalanta,it Serie A,28,1987,8,5,471,5.2,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
457,Carlos Carmona\Carlos-Carmona,es ESP,MF,Sporting Gijón,es La Liga,28,1987,20,16,1208,13.4,2,3,2,0,0,4,0,0.15,0.22,0.37,0.15,0.37,Matches
458,David Carmona\David-Carmona,es ESP,DF,Sevilla,es La Liga,18,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
459,Yannick Carrasco\Yannick-Carrasco,be BEL,MFFW,Atlético Madrid,es La Liga,21,1993,29,16,1494,16.6,4,1,4,0,0,5,0,0.24,0.06,0.30,0.24,0.30,Matches
460,Cédric Carrasso\Cedric-Carrasso,fr FRA,GK,Bordeaux,fr Ligue 1,33,1981,20,20,1714,19.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
461,Johann Carrasso\Johann-Carrasso,fr FRA,GK,Reims,fr Ligue 1,27,1988,10,10,900,10.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
462,Michael Carrick\Michael-Carrick,eng ENG,MF,Manchester Utd,eng Premier League,34,1981,28,22,1972,21.9,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
463,Daniel Carriço\Daniel-Carrico,pt POR,DFMF,Sevilla,es La Liga,26,1988,14,11,1052,11.7,1,1,1,0,0,4,0,0.09,0.09,0.17,0.09,0.17,Matches
464,Guido Carrillo\Guido-Carrillo,ar ARG,FW,Monaco,fr Ligue 1,24,1991,31,15,1602,17.8,4,2,4,0,0,3,0,0.22,0.11,0.34,0.22,0.34,Matches
465,Andy Carroll\Andy-Carroll,eng ENG,FW,West Ham,eng Premier League,26,1989,27,13,1440,16.0,9,2,8,1,1,2,0,0.56,0.12,0.69,0.50,0.62,Matches
466,Tom Carroll\Tom-Carroll,eng ENG,MF,Tottenham,eng Premier League,23,1992,19,4,515,5.7,1,0,1,0,0,3,0,0.17,0.00,0.17,0.17,0.17,Matches
467,Federico Cartabia\Federico-Cartabia,ar ARG,MFFW,La Coruña,es La Liga,22,1993,26,15,1349,15.0,3,3,3,0,0,3,0,0.20,0.20,0.40,0.20,0.40,Matches
468,Dani Carvajal\Dani-Carvajal,es ESP,DF,Real Madrid,es La Liga,23,1992,22,19,1632,18.1,0,4,0,0,0,6,0,0.00,0.22,0.22,0.00,0.22,Matches
469,Ricardo Carvalho\Ricardo-Carvalho,pt POR,DF,Monaco,fr Ligue 1,37,1978,33,33,2898,32.2,2,0,2,0,0,8,0,0.06,0.00,0.06,0.06,0.06,Matches
470,Víctor Casadesús\Victor-Casadesus,es ESP,FWMF,Levante,es La Liga,30,1985,23,8,961,10.7,3,1,3,0,0,3,0,0.28,0.09,0.37,0.28,0.37,Matches
471,Casemiro\Casemiro,br BRA,MF,Real Madrid,es La Liga,23,1992,23,17,1534,17.0,1,3,1,0,0,7,0,0.06,0.18,0.23,0.06,0.23,Matches
472,Nacho Cases\Nacho-Cases,es ESP,MF,Sporting Gijón,es La Liga,27,1987,24,21,1967,21.9,1,0,1,0,0,11,2,0.05,0.00,0.05,0.05,0.05,Matches
473,Kiko Casilla\Kiko-Casilla,es ESP,GK,Real Madrid,es La Liga,28,1986,4,4,360,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
474,Mattia Cassani\Mattia-Cassani,it ITA,DF,Sampdoria,it Serie A,31,1983,25,23,2032,22.6,0,1,0,0,0,7,1,0.00,0.04,0.04,0.00,0.04,Matches
475,Antonio Cassano\Antonio-Cassano,it ITA,FWMF,Sampdoria,it Serie A,33,1982,24,14,1213,13.5,2,5,2,0,0,1,0,0.15,0.37,0.52,0.15,0.52,Matches
476,Luc Castaignos\Luc-Castaignos,nl NED,FW,Eint Frankfurt,de Bundesliga,22,1992,19,12,936,10.4,4,1,4,0,0,1,0,0.38,0.10,0.48,0.38,0.48,Matches
477,Leandro Castán\Leandro-Castan,br BRA,DF,Roma,it Serie A,28,1986,5,4,380,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
478,Koen Casteels\Koen-Casteels,be BEL,GK,Wolfsburg,de Bundesliga,23,1992,13,13,1170,13.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
479,Dani Castellano\Dani-Castellano,es ESP,DF,Las Palmas,es La Liga,27,1987,27,25,2243,24.9,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
480,Javi Castellano\Javi-Castellano,es ESP,MF,Las Palmas,es La Liga,27,1987,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
481,Samu Castillejo\Samu-Castillejo,es ESP,MF,Villarreal,es La Liga,20,1995,28,19,1695,18.8,1,1,1,0,0,4,0,0.05,0.05,0.11,0.05,0.11,Matches
482,Nicolás Castillo\Nicolas-Castillo,cl CHI,FW,Frosinone,it Serie A,22,1993,6,3,308,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
483,Carlos Castro\Carlos-Castro,es ESP,FW,Sporting Gijón,es La Liga,20,1995,25,7,1021,11.3,7,0,7,0,0,1,0,0.62,0.00,0.62,0.62,0.62,Matches
484,Chory Castro\Chory-Castro,uy URU,MF,Málaga,es La Liga,30,1984,16,15,1237,13.7,1,4,1,0,0,1,0,0.07,0.29,0.36,0.07,0.36,Matches
485,Chory Castro\Chory-Castro,uy URU,MF,Real Sociedad,es La Liga,30,1984,8,1,164,1.8,0,4,0,0,0,0,0,0.00,2.20,2.20,0.00,2.20,Matches
486,Gonzalo Castro\Gonzalo-Castro,de GER,MF,Dortmund,de Bundesliga,28,1987,25,16,1483,16.5,3,7,3,0,0,1,0,0.18,0.42,0.61,0.18,0.61,Matches
487,Jonny Castro\Jonny-Castro,es ESP,DF,Celta Vigo,es La Liga,21,1994,36,34,2955,32.8,1,4,1,0,0,9,2,0.03,0.12,0.15,0.03,0.15,Matches
488,Lucas Castro\Lucas-Castro,ar ARG,MF,Chievo,it Serie A,26,1989,34,32,2785,30.9,3,1,3,0,0,9,0,0.10,0.03,0.13,0.10,0.13,Matches
489,Rubén Castro\Ruben-Castro,es ESP,FW,Betis,es La Liga,34,1981,38,38,3370,37.4,19,4,16,3,4,3,0,0.51,0.11,0.61,0.43,0.53,Matches
490,Zé Castro\Ze-Castro,pt POR,DF,Rayo Vallecano,es La Liga,32,1983,22,22,1712,19.0,2,0,2,0,0,7,1,0.11,0.00,0.11,0.11,0.11,Matches
491,Danilo Cataldi\Danilo-Cataldi,it ITA,MF,Lazio,it Serie A,20,1994,20,16,1346,15.0,1,3,1,0,0,9,1,0.07,0.20,0.27,0.07,0.27,Matches
492,Craig Cathcart\Craig-Cathcart,nir NIR,DF,Watford,eng Premier League,26,1989,35,34,3034,33.7,1,0,1,0,0,3,0,0.03,0.00,0.03,0.03,0.03,Matches
493,Lee Cattermole\Lee-Cattermole,eng ENG,MF,Sunderland,eng Premier League,27,1988,31,27,2210,24.6,0,0,0,0,0,8,0,0.00,0.00,0.00,0.00,0.00,Matches
494,Steven Caulker\Steven-Caulker,eng ENG,DF,Southampton,eng Premier League,23,1991,3,1,146,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
495,Steven Caulker\Steven-Caulker,eng ENG,DF,Liverpool,eng Premier League,23,1991,3,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
496,Ivan Cavaleiro\Ivan-Cavaleiro,pt POR,MFFW,Monaco,fr Ligue 1,21,1993,12,6,511,5.7,1,0,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches
497,Edinson Cavani\Edinson-Cavani,uy URU,FW,Paris S-G,fr Ligue 1,28,1987,32,24,2309,25.7,19,5,19,0,1,3,0,0.74,0.19,0.94,0.74,0.94,Matches
498,Santi Cazorla\Santi-Cazorla,es ESP,MF,Arsenal,eng Premier League,30,1984,15,15,1291,14.3,0,3,0,0,1,3,1,0.00,0.21,0.21,0.00,0.21,Matches
499,Dani Ceballos\Dani-Ceballos,es ESP,MF,Betis,es La Liga,18,1996,34,22,2127,23.6,0,2,0,0,0,10,1,0.00,0.08,0.08,0.00,0.08,Matches
500,Petr ?ech\Petr-Cech,cz CZE,GK,Arsenal,eng Premier League,33,1982,34,34,3060,34.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
501,Álvaro Cejudo\Alvaro-Cejudo,es ESP,MF,Betis,es La Liga,31,1984,30,21,1868,20.8,1,2,1,0,0,10,0,0.05,0.10,0.14,0.05,0.14,Matches
502,Bersant Celina\Bersant-Celina,xk KVX,FWMF,Manchester City,eng Premier League,18,1996,1,0,14,0.2,0,1,0,0,0,0,0,0.00,6.43,6.43,0.00,6.43,Matches
503,Alessio Cerci\Alessio-Cerci,it ITA,FW,Genoa,it Serie A,28,1987,11,6,546,6.1,4,2,1,3,3,1,0,0.66,0.33,0.99,0.16,0.49,Matches
504,Alessio Cerci\Alessio-Cerci,it ITA,FWMF,Milan,it Serie A,28,1987,13,8,757,8.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
505,Boštjan Cesar\Bostjan-Cesar,si SVN,DF,Chievo,it Serie A,33,1982,31,30,2717,30.2,1,0,1,0,0,10,1,0.03,0.00,0.03,0.03,0.03,Matches
506,Nacer Chadli\Nacer-Chadli,be BEL,MF,Tottenham,eng Premier League,25,1989,29,10,947,10.5,3,2,3,0,0,1,0,0.29,0.19,0.48,0.29,0.48,Matches
507,Ilyes Chaïbi\Ilyes-Chaibi,dz ALG,FW,Monaco,fr Ligue 1,18,1996,1,0,11,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
508,Florent Chaigneau\Florent-Chaigneau,fr FRA,GK,Lorient,fr Ligue 1,31,1984,2,1,178,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
509,Nathaniel Chalobah\Nathaniel-Chalobah,eng ENG,DFMF,Napoli,it Serie A,20,1994,5,0,35,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
510,Marouane Chamakh\Marouane-Chamakh,ma MAR,FW,Crystal Palace,eng Premier League,31,1984,10,1,257,2.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
511,Calum Chambers\Calum-Chambers,eng ENG,MFDF,Arsenal,eng Premier League,20,1995,12,2,322,3.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
512,Timothy Chandler\Timothy-Chandler,us USA,DF,Eint Frankfurt,de Bundesliga,25,1990,12,5,667,7.4,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
513,Clément Chantôme\Clement-Chantome,fr FRA,MF,Bordeaux,fr Ligue 1,27,1987,26,25,2178,24.2,1,0,1,0,0,9,0,0.04,0.00,0.04,0.04,0.04,Matches
514,Gaëtan Charbonnier\Gaetan-Charbonnier,fr FRA,FWMF,Reims,fr Ligue 1,26,1988,22,16,1261,14.0,4,1,4,0,0,3,0,0.29,0.07,0.36,0.29,0.36,Matches
515,Charles\Charles,br BRA,FW,Málaga,es La Liga,31,1984,35,33,3000,33.3,12,3,11,1,1,12,0,0.36,0.09,0.45,0.33,0.42,Matches
516,Luca Checchin\Luca-Checchin,it ITA,MF,Hellas Verona,it Serie A,18,1997,4,1,100,1.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
517,Chechu\Chechu,es ESP,DF,Rayo Vallecano,es La Liga,33,1982,10,4,474,5.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
518,Pape Cheikh Diop\Pape-Cheikh-Diop,sn SEN,MF,Celta Vigo,es La Liga,17,1997,6,0,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
519,Zhang Chengdong\Zhang-Chengdong,cn CHN,DFFW,Rayo Vallecano,es La Liga,26,1989,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
520,Amine Chermiti\Amine-Chermiti,tn TUN,MFFW,Gazélec Ajaccio,fr Ligue 1,27,1987,9,4,278,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
521,Nicolò Cherubin\Nicolo-Cherubin,it ITA,DF,Atalanta,it Serie A,28,1986,14,10,1031,11.5,1,0,1,0,0,1,1,0.09,0.00,0.09,0.09,0.09,Matches
522,Denis Cheryshev\Denis-Cheryshev,ru RUS,FWMF,Real Madrid,es La Liga,24,1990,2,0,36,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
523,Denis Cheryshev\Denis-Cheryshev,ru RUS,MFFW,Valencia,es La Liga,24,1990,7,6,475,5.3,3,1,3,0,0,2,0,0.57,0.19,0.76,0.57,0.76,Matches
524,James Chester\James-Chester,wls WAL,DF,West Brom,eng Premier League,26,1989,13,9,964,10.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
525,Raman Chibsah\Raman-Chibsah,gh GHA,MF,Frosinone,it Serie A,22,1993,22,14,1159,12.9,0,2,0,0,0,2,1,0.00,0.16,0.16,0.00,0.16,Matches
526,Giorgio Chiellini\Giorgio-Chiellini,it ITA,DF,Juventus,it Serie A,30,1984,24,21,1787,19.9,1,0,1,0,0,5,1,0.05,0.00,0.05,0.05,0.05,Matches
527,Vlad Chiriche?\Vlad-Chiriches,ro ROU,DF,Napoli,it Serie A,25,1989,8,8,697,7.7,1,0,1,0,0,2,0,0.13,0.00,0.13,0.13,0.13,Matches
528,Pedro Chirivella\Pedro-Chirivella,es ESP,MF,Liverpool,eng Premier League,18,1997,1,1,45,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
529,Ivaylo Chochev\Ivaylo-Chochev,bg BUL,MF,Palermo,it Serie A,22,1993,27,21,1744,19.4,0,2,0,0,0,6,0,0.00,0.10,0.10,0.00,0.10,Matches
530,Andreas Christensen\Andreas-Christensen,dk DEN,DF,M'Gladbach,de Bundesliga,19,1996,31,31,2790,31.0,3,1,3,0,0,1,0,0.10,0.03,0.13,0.10,0.13,Matches
