Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,Matches
354,Kevin-Prince Boateng\Kevin-Prince-Boateng,gh GHA,FWMF,Milan,it Serie A,25,1987,29,25,2122,23.6,2,4,2,0,0,5,2,0.08,0.17,0.25,0.08,0.25,Matches
355,Garry Bocaly\Garry-Bocaly,fr FRA,DF,Montpellier,fr Ligue 1,24,1988,7,6,568,6.3,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
356,Antonio Bocchetti\Antonio-Bocchetti,it ITA,DF,Pescara,it Serie A,32,1980,24,23,2045,22.7,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
357,Rodolfo Bodipo\Rodolfo-Bodipo,gq EQG,FW,La Coruña,es La Liga,34,1977,6,0,91,1.0,1,0,1,0,0,0,0,0.99,0.00,0.99,0.99,0.99,Matches
358,Mathieu Bodmer\Mathieu-Bodmer,fr FRA,DFMF,Paris S-G,fr Ligue 1,29,1982,4,1,179,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
359,Mathieu Bodmer\Mathieu-Bodmer,fr FRA,DFMF,Saint-Étienne,fr Ligue 1,29,1982,14,4,494,5.5,2,1,2,0,0,1,0,0.36,0.18,0.55,0.36,0.55,Matches
360,Adam Bodzek\Adam-Bodzek,de GER,DFMF,Düsseldorf,de Bundesliga,26,1985,29,29,2480,27.6,2,1,2,0,0,9,0,0.07,0.04,0.11,0.07,0.11,Matches
361,Sebastian Boenisch\Sebastian-Boenisch,pl POL,DF,Leverkusen,de Bundesliga,25,1987,15,12,1137,12.6,1,3,1,0,0,5,0,0.08,0.24,0.32,0.08,0.32,Matches
362,Erjon Bogdani\Erjon-Bogdani,al ALB,FW,Siena,it Serie A,35,1977,18,4,511,5.7,2,0,2,0,0,2,0,0.35,0.00,0.35,0.35,0.35,Matches
363,Arthur Boka\Arthur-Boka,ci CIV,DF,Stuttgart,de Bundesliga,29,1983,25,23,2009,22.3,1,1,1,0,0,4,0,0.04,0.04,0.09,0.04,0.09,Matches
364,Mathis Bolly\Mathis-Bolly,ci CIV,FWMF,Düsseldorf,de Bundesliga,21,1990,7,5,378,4.2,2,0,2,0,0,0,0,0.48,0.00,0.48,0.48,0.48,Matches
365,Francesco Bolzoni\Francesco-Bolzoni,it ITA,MF,Siena,it Serie A,23,1989,25,16,1553,17.3,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
366,Giacomo Bonaventura\Giacomo-Bonaventura,it ITA,MF,Atalanta,it Serie A,22,1989,35,31,2633,29.3,7,2,7,0,0,7,0,0.24,0.07,0.31,0.24,0.31,Matches
367,Daniele Bonera\Daniele-Bonera,it ITA,DF,Milan,it Serie A,31,1981,13,13,1129,12.5,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
368,Gaëtan Bong\Gaetan-Bong,cm CMR,DF,Valenciennes,fr Ligue 1,24,1988,29,26,2425,26.9,0,2,0,0,0,5,0,0.00,0.07,0.07,0.00,0.07,Matches
369,Filippo Boniperti\Filippo-Boniperti,it ITA,MF,Parma,it Serie A,20,1991,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
370,Laurent Bonnart\Laurent-Bonnart,fr FRA,DF,Lille,fr Ligue 1,32,1979,5,4,348,3.9,0,1,0,0,0,0,0,0.00,0.26,0.26,0.00,0.26,Matches
371,Landry Bonnefoi\Landry-Bonnefoi,fr FRA,GK,Bastia,fr Ligue 1,28,1983,8,7,668,7.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
372,Leonardo Bonucci\Leonardo-Bonucci,it ITA,DF,Juventus,it Serie A,25,1987,33,33,2960,32.9,0,0,0,0,0,10,0,0.00,0.00,0.00,0.00,0.00,Matches
373,Fabio Borini\Fabio-Borini,it ITA,FWMF,Liverpool,eng Premier League,21,1991,13,5,513,5.7,1,0,1,0,0,1,0,0.18,0.00,0.18,0.18,0.18,Matches
374,Marco Borriello\Marco-Borriello,it ITA,FW,Genoa,it Serie A,30,1982,28,26,2340,26.0,12,1,10,2,3,10,0,0.46,0.04,0.50,0.38,0.42,Matches
375,Artur Boruc\Artur-Boruc,pl POL,GK,Southampton,eng Premier League,32,1980,20,20,1755,19.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
376,Mauro Boselli\Mauro-Boselli,ar ARG,FW,Wigan Athletic,eng Premier League,27,1985,7,1,135,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
377,Mauro Boselli\Mauro-Boselli,ar ARG,FW,Palermo,it Serie A,27,1985,8,5,426,4.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
378,Alexy Bosetti\Alexy-Bosetti,fr FRA,FW,Nice,fr Ligue 1,19,1993,27,4,673,7.5,0,2,0,0,0,2,1,0.00,0.27,0.27,0.00,0.27,Matches
379,José Bosingwa\Jose-Bosingwa,pt POR,DF,QPR,eng Premier League,29,1982,23,22,1825,20.3,0,1,0,0,0,2,0,0.00,0.05,0.05,0.00,0.05,Matches
380,Jay Bothroyd\Jay-Bothroyd,eng ENG,FW,QPR,eng Premier League,30,1982,4,2,238,2.6,1,0,1,0,0,1,0,0.38,0.00,0.38,0.38,0.38,Matches
381,Alberto Botía\Alberto-Botia,es ESP,DF,Sevilla,es La Liga,23,1989,18,14,1350,15.0,1,0,1,0,0,11,0,0.07,0.00,0.07,0.07,0.07,Matches
382,Ryad Boudebouz\Ryad-Boudebouz,dz ALG,FWMF,Sochaux,fr Ligue 1,22,1990,32,26,2384,26.5,3,7,1,2,2,3,0,0.11,0.26,0.38,0.04,0.30,Matches
383,Samuel Bouhours\Samuel-Bouhours,fr FRA,DF,Ajaccio,fr Ligue 1,25,1987,29,29,2589,28.8,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
384,Grégory Bourillon\Gregory-Bourillon,fr FRA,DFMF,Lorient,fr Ligue 1,28,1984,26,23,1985,22.1,2,0,2,0,0,4,2,0.09,0.00,0.09,0.09,0.09,Matches
385,Cesare Bovo\Cesare-Bovo,it ITA,DF,Genoa,it Serie A,29,1983,13,12,950,10.6,0,0,0,0,0,7,0,0.00,0.00,0.00,0.00,0.00,Matches
386,Jordan Bowery\Jordan-Bowery,eng ENG,FW,Aston Villa,eng Premier League,21,1991,10,3,302,3.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
387,Emmerson Boyce\Emmerson-Boyce,bb BRB,DF,Wigan Athletic,eng Premier League,32,1979,36,36,3138,34.9,4,0,4,0,0,5,0,0.11,0.00,0.11,0.11,0.11,Matches
388,John Boye\John-Boye,gh GHA,DF,Rennes,fr Ligue 1,25,1987,24,23,2085,23.2,2,1,2,0,0,6,1,0.09,0.04,0.13,0.09,0.13,Matches
389,Daniel Braaten\Daniel-Braaten,no NOR,FWMF,Toulouse,fr Ligue 1,30,1982,32,12,1384,15.4,2,4,2,0,0,2,0,0.13,0.26,0.39,0.13,0.39,Matches
390,Michael Bradley\Michael-Bradley,us USA,MF,Roma,it Serie A,25,1987,30,24,2201,24.5,1,2,1,0,0,5,0,0.04,0.08,0.12,0.04,0.12,Matches
391,Yacine Brahimi\Yacine-Brahimi,dz ALG,FWMF,Granada,es La Liga,22,1990,27,21,1838,20.4,0,1,0,0,0,7,1,0.00,0.05,0.05,0.00,0.05,Matches
392,Titus Bramble\Titus-Bramble,eng ENG,DF,Sunderland,eng Premier League,31,1981,16,12,1184,13.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
393,Brandão\Brandao,br BRA,FW,Saint-Étienne,fr Ligue 1,32,1980,27,21,1781,19.8,11,2,11,0,0,3,0,0.56,0.10,0.66,0.56,0.66,Matches
394,Brandon\Brandon,es ESP,FW,Mallorca,es La Liga,17,1995,1,0,19,0.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
395,Claudio Bravo\Claudio-Bravo,cl CHI,GK,Real Sociedad,es La Liga,29,1983,31,31,2790,31.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
396,Jérémie Bréchet\Jeremie-Brechet,fr FRA,DFMF,Troyes,fr Ligue 1,32,1979,24,24,2160,24.0,2,1,2,0,0,5,0,0.08,0.04,0.12,0.08,0.12,Matches
397,Jimmy Briand\Jimmy-Briand,fr FRA,FWMF,Lyon,fr Ligue 1,26,1985,15,8,721,8.0,1,1,1,0,0,1,0,0.12,0.12,0.25,0.12,0.25,Matches
398,Franco Brienza\Franco-Brienza,it ITA,FWMF,Atalanta,it Serie A,33,1979,6,3,315,3.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
399,Franco Brienza\Franco-Brienza,it ITA,FWMF,Palermo,it Serie A,33,1979,17,13,995,11.1,1,5,1,0,0,1,1,0.09,0.45,0.54,0.09,0.54,Matches
400,Matthew Briggs\Matthew-Briggs,gy GUY,DF,Fulham,eng Premier League,21,1991,5,3,297,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
401,Matteo Brighi\Matteo-Brighi,it ITA,MF,Torino,it Serie A,31,1981,23,18,1678,18.6,2,1,2,0,0,2,0,0.11,0.05,0.16,0.11,0.16,Matches
402,Jonathan Brison\Jonathan-Brison,fr FRA,DFMF,Saint-Étienne,fr Ligue 1,29,1983,24,23,1938,21.5,0,4,0,0,0,4,1,0.00,0.19,0.19,0.00,0.19,Matches
403,Miguel Britos\Miguel-Britos,uy URU,DF,Napoli,it Serie A,27,1985,22,22,1797,20.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
404,Leon Britton\Leon-Britton,eng ENG,MF,Swansea City,eng Premier League,29,1982,33,30,2525,28.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
405,Davide Brivio\Davide-Brivio,it ITA,DF,Atalanta,it Serie A,24,1988,20,15,1445,16.1,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
406,Željko Brki?\Zeljko-Brkic,rs SRB,GK,Udinese,it Serie A,26,1986,31,31,2662,29.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
407,Cristian Brocchi\Cristian-Brocchi,it ITA,MF,Lazio,it Serie A,36,1976,8,2,197,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
408,Roel Brouwers\Roel-Brouwers,nl NED,DF,M'Gladbach,de Bundesliga,30,1981,21,15,1431,15.9,1,2,1,0,0,2,0,0.06,0.13,0.19,0.06,0.19,Matches
409,Izzy Brown\Izzy-Brown,eng ENG,FWMF,West Brom,eng Premier League,15,1997,1,0,5,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
410,Luigi Bruins\Luigi-Bruins,nl NED,FWMF,Nice,fr Ligue 1,25,1987,10,5,456,5.1,1,0,1,0,0,1,0,0.20,0.00,0.20,0.20,0.20,Matches
411,Jeffrey Bruma\Jeffrey-Bruma,nl NED,DF,Hamburger SV,de Bundesliga,20,1991,18,10,1023,11.4,1,1,1,0,0,2,1,0.09,0.09,0.18,0.09,0.18,Matches
412,Gianni Bruno\Gianni-Bruno,be BEL,FWMF,Lille,fr Ligue 1,20,1991,13,3,284,3.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
413,Chris Brunt\Chris-Brunt,nir NIR,DFMF,West Brom,eng Premier League,27,1984,31,23,2182,24.2,2,3,2,0,0,4,0,0.08,0.12,0.21,0.08,0.21,Matches
414,Igor Budan\Igor-Budan,hr CRO,FW,Atalanta,it Serie A,32,1980,2,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
415,Igor Budan\Igor-Budan,hr CRO,FW,Palermo,it Serie A,32,1980,6,1,87,1.0,1,0,1,0,0,1,0,1.03,0.00,1.03,1.03,1.03,Matches
416,Alberto Bueno\Alberto-Bueno,es ESP,FWMF,Valladolid,es La Liga,24,1988,33,14,1516,16.8,5,3,4,1,1,4,0,0.30,0.18,0.47,0.24,0.42,Matches
417,Gianluigi Buffon\Gianluigi-Buffon,it ITA,GK,Juventus,it Serie A,34,1978,32,32,2880,32.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
418,Niko Bungert\Niko-Bungert,de GER,DF,Mainz 05,de Bundesliga,25,1986,8,8,654,7.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
419,Mark Bunn\Mark-Bunn,eng ENG,GK,Norwich City,eng Premier League,27,1984,23,22,1853,20.6,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,Matches
420,Diego Buonanotte\Diego-Buonanotte,ar ARG,FWMF,Granada,es La Liga,24,1988,15,4,597,6.6,1,1,1,0,0,3,0,0.15,0.15,0.30,0.15,0.30,Matches
421,Diego Buonanotte\Diego-Buonanotte,ar ARG,FWMF,Málaga,es La Liga,24,1988,9,2,253,2.8,1,3,1,0,0,1,0,0.36,1.07,1.42,0.36,1.42,Matches
422,Nicolás Burdisso\Nicolas-Burdisso,ar ARG,DF,Roma,it Serie A,31,1981,25,25,2250,25.0,1,0,1,0,0,9,0,0.04,0.00,0.04,0.04,0.04,Matches
423,Sergio Busquets\Sergio-Busquets,es ESP,MF,Barcelona,es La Liga,24,1988,31,25,2250,25.0,1,2,1,0,0,9,0,0.04,0.08,0.12,0.04,0.12,Matches
424,Cristian Bustos\Cristian-Bustos,es ESP,MF,Celta Vigo,es La Liga,29,1983,7,2,218,2.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
425,Édouard Butin\Edouard-Butin,fr FRA,FW,Sochaux,fr Ligue 1,24,1988,6,2,240,2.7,1,0,1,0,0,0,0,0.37,0.00,0.37,0.37,0.37,Matches
426,Heiko Butscher\Heiko-Butscher,de GER,DF,Eint Frankfurt,de Bundesliga,32,1980,3,2,198,2.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
427,Alexander Büttner\Alexander-Buttner,nl NED,DF,Manchester Utd,eng Premier League,23,1989,5,4,383,4.3,2,1,2,0,0,1,0,0.47,0.23,0.70,0.47,0.70,Matches
428,Jakub B?aszczykowski\Jakub-Blaszczykowski,pl POL,MF,Dortmund,de Bundesliga,26,1985,27,23,1926,21.4,11,12,8,3,4,1,0,0.51,0.56,1.07,0.37,0.93,Matches
429,Bocundji Ca\Bocundji-Ca,gw GNB,MF,Reims,fr Ligue 1,25,1986,32,21,1766,19.6,0,1,0,0,0,5,0,0.00,0.05,0.05,0.00,0.05,Matches
430,Willy Caballero\Willy-Caballero,ar ARG,GK,Málaga,es La Liga,30,1981,36,36,3190,35.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
431,Yohan Cabaye\Yohan-Cabaye,fr FRA,MF,Newcastle Utd,eng Premier League,26,1986,26,25,2114,23.5,6,2,5,1,1,8,0,0.26,0.09,0.34,0.21,0.30,Matches
432,Rémy Cabella\Remy-Cabella,fr FRA,FWMF,Montpellier,fr Ligue 1,22,1990,31,26,2281,25.3,7,8,7,0,0,7,0,0.28,0.32,0.59,0.28,0.59,Matches
433,Jimmy Cabot\Jimmy-Cabot,fr FRA,FWMF,Troyes,fr Ligue 1,18,1994,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
434,Gustavo Cabral\Gustavo-Cabral,ar ARG,DF,Celta Vigo,es La Liga,26,1985,27,26,2238,24.9,2,1,2,0,0,11,2,0.08,0.04,0.12,0.08,0.12,Matches
435,Matías Cabrera\Matias-Cabrera,uy URU,MF,Cagliari,it Serie A,26,1986,7,0,240,2.7,0,2,0,0,0,3,0,0.00,0.75,0.75,0.00,0.75,Matches
436,Cacau\Cacau,de GER,FW,Stuttgart,de Bundesliga,31,1981,5,3,332,3.7,1,0,1,0,0,1,0,0.27,0.00,0.27,0.27,0.27,Matches
437,Martín Cáceres\Martin-Caceres,uy URU,DF,Juventus,it Serie A,25,1987,18,12,1218,13.5,1,0,1,0,0,1,0,0.07,0.00,0.07,0.07,0.07,Matches
438,Pablo Cáceres\Pablo-Caceres,uy URU,DF,Torino,it Serie A,27,1985,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
439,Liassine Cadamuro\Liassine-Cadamuro,dz ALG,DF,Real Sociedad,es La Liga,24,1988,4,2,194,2.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
440,Gary Cahill\Gary-Cahill,eng ENG,DF,Chelsea,eng Premier League,26,1985,26,24,2219,24.7,2,2,2,0,0,1,0,0.08,0.08,0.16,0.08,0.16,Matches
441,Yannick Cahuzac\Yannick-Cahuzac,fr FRA,MF,Bastia,fr Ligue 1,27,1985,19,18,1561,17.3,0,1,0,0,0,8,0,0.00,0.06,0.06,0.00,0.06,Matches
442,Cala\Cala,es ESP,DF,Sevilla,es La Liga,22,1989,10,8,723,8.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,Matches
443,Emanuele Calaiò\Emanuele-Calaio,it ITA,FW,Siena,it Serie A,30,1982,18,18,1612,17.9,4,2,4,0,2,4,1,0.22,0.11,0.33,0.22,0.33,Matches
444,Emanuele Calaiò\Emanuele-Calaio,it ITA,FW,Napoli,it Serie A,30,1982,6,1,116,1.3,0,1,0,0,0,0,0,0.00,0.78,0.78,0.00,0.78,Matches
445,Juan Calatayud\Juan-Calatayud,es ESP,GK,Mallorca,es La Liga,32,1979,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
446,Gary Caldwell\Gary-Caldwell,sct SCO,DFMF,Wigan Athletic,eng Premier League,30,1982,25,25,2079,23.1,1,1,1,0,0,8,0,0.04,0.04,0.09,0.04,0.09,Matches
447,Adrián Calello\Adrian-Calello,ar ARG,MF,Siena,it Serie A,25,1987,9,8,734,8.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
448,Daniel Caligiuri\Daniel-Caligiuri,it ITA,DFMF,Freiburg,de Bundesliga,24,1988,29,27,2445,27.2,5,3,1,4,4,10,0,0.18,0.11,0.29,0.04,0.15,Matches
449,Marco Caligiuri\Marco-Caligiuri,de GER,DFMF,Mainz 05,de Bundesliga,28,1984,22,13,1192,13.2,1,0,1,0,0,1,0,0.08,0.00,0.08,0.08,0.08,Matches
450,José Callejón\Jose-Callejon,es ESP,FWMF,Real Madrid,es La Liga,25,1987,30,15,1402,15.6,3,3,3,0,0,1,0,0.19,0.19,0.39,0.19,0.39,Matches
451,Jan-Ingwer Callsen-Bracker\Jan-Ingwer-Callsen-Bracker,de GER,DF,Augsburg,de Bundesliga,27,1984,24,23,2062,22.9,2,1,2,0,1,5,0,0.09,0.04,0.13,0.09,0.13,Matches
452,Ezequiel Calvente\Ezequiel-Calvente,es ESP,FWMF,Freiburg,de Bundesliga,21,1991,2,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
453,Ignacio Camacho\Ignacio-Camacho,es ESP,MF,Málaga,es La Liga,22,1990,33,30,2711,30.1,2,0,2,0,0,14,1,0.07,0.00,0.07,0.07,0.07,Matches
454,Abdoul Camara\Abdoul-Camara,gn GUI,FWMF,Sochaux,fr Ligue 1,22,1990,15,10,817,9.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
455,Khassa Camara\Khassa-Camara,mr MTN,MF,Troyes,fr Ligue 1,19,1992,2,1,75,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
456,Mohamed Camara\Mohamed-Camara,gn GUI,FW,Troyes,fr Ligue 1,21,1990,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
457,Souleymane Camara\Souleymane-Camara,sn SEN,FW,Montpellier,fr Ligue 1,29,1982,33,28,2574,28.6,10,2,9,1,1,0,0,0.35,0.07,0.42,0.31,0.38,Matches
458,Zoumana Camara\Zoumana-Camara,fr FRA,DFGK,Paris S-G,fr Ligue 1,33,1979,6,5,423,4.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
459,Igor de Camargo\Igor-de-Camargo,be BEL,FWMF,M'Gladbach,de Bundesliga,29,1983,14,7,614,6.8,2,0,2,0,0,1,0,0.29,0.00,0.29,0.29,0.29,Matches
460,Igor de Camargo\Igor-de-Camargo,be BEL,FWMF,Hoffenheim,de Bundesliga,29,1983,8,4,358,4.0,1,0,1,0,0,0,0,0.25,0.00,0.25,0.25,0.25,Matches
461,Esteban Cambiasso\Esteban-Cambiasso,ar ARG,MF,Inter,it Serie A,31,1980,33,26,2409,26.8,3,5,3,0,0,3,1,0.11,0.19,0.30,0.11,0.30,Matches
462,Cédric Cambon\Cedric-Cambon,fr FRA,DFMF,Evian,fr Ligue 1,25,1986,20,16,1525,16.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,Matches
463,Geoff Cameron\Geoff-Cameron,us USA,DFMF,Stoke City,eng Premier League,27,1985,35,29,2637,29.3,0,1,0,0,0,5,0,0.00,0.03,0.03,0.00,0.03,Matches
464,Lee Camp\Lee-Camp,nir NIR,GK,Norwich City,eng Premier League,27,1984,3,1,226,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
465,Eduard Campabadal\Eduard-Campabadal,es ESP,DF,Wigan Athletic,eng Premier League,19,1993,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
466,Hugo Campagnaro\Hugo-Campagnaro,ar ARG,DF,Napoli,it Serie A,32,1980,28,27,2412,26.8,1,1,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,Matches
467,José Campaña\Jose-Campana,es ESP,MF,Sevilla,es La Liga,19,1993,5,3,184,2.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
468,Adam Campbell\Adam-Campbell,eng ENG,FWMF,Newcastle Utd,eng Premier League,17,1995,3,0,26,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
469,Fraizer Campbell\Fraizer-Campbell,eng ENG,FW,Sunderland,eng Premier League,24,1987,12,1,262,2.9,1,0,1,0,0,0,0,0.34,0.00,0.34,0.34,0.34,Matches
470,Joel Campbell\Joel-Campbell,cr CRC,FWMF,Betis,es La Liga,20,1992,28,21,1582,17.6,2,3,2,0,0,8,1,0.11,0.17,0.28,0.11,0.28,Matches
471,Diogo Campos Gomes\Diogo-Campos-Gomes,br BRA,FW,Evian,fr Ligue 1,21,1990,1,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
472,Matías Campos\Matias-Campos,cl CHI,DFMF,Siena,it Serie A,23,1989,1,0,16,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
473,Matías Campos\Matias-Campos,cl CHI,DFMF,Udinese,it Serie A,23,1989,4,0,87,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
474,Javier Camuñas\Javier-Camunas,es ESP,FWMF,La Coruña,es La Liga,32,1980,23,4,673,7.5,1,0,1,0,0,5,0,0.13,0.00,0.13,0.13,0.13,Matches
475,Fabien Camus\Fabien-Camus,tn TUN,MF,Troyes,fr Ligue 1,27,1985,32,28,2449,27.2,7,3,7,0,1,2,0,0.26,0.11,0.37,0.26,0.37,Matches
476,Emre Can\Emre-Can,de GER,DFMF,Bayern Munich,de Bundesliga,18,1994,4,2,215,2.4,1,1,1,0,0,1,0,0.42,0.42,0.84,0.42,0.84,Matches
477,Lorik Cana\Lorik-Cana,al ALB,DFMF,Lazio,it Serie A,29,1983,24,13,1430,15.9,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,Matches
478,Sergio Canales\Sergio-Canales,es ESP,FWMF,Valencia,es La Liga,21,1991,13,7,570,6.3,2,2,2,0,0,1,0,0.32,0.32,0.63,0.32,0.63,Matches
479,José Cañas\Jose-Canas,es ESP,MF,Betis,es La Liga,25,1987,27,26,2259,25.1,0,1,0,0,0,10,0,0.00,0.04,0.04,0.00,0.04,Matches
480,Antonio Candreva\Antonio-Candreva,it ITA,DFFW,Lazio,it Serie A,25,1987,35,32,2696,30.0,6,5,3,3,3,6,1,0.20,0.17,0.37,0.10,0.27,Matches
481,Edgar Çani\Edgar-Cani,al ALB,FW,Catania,it Serie A,23,1989,4,0,33,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
482,Michele Canini\Michele-Canini,it ITA,DF,Atalanta,it Serie A,27,1985,12,10,966,10.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
483,Michele Canini\Michele-Canini,it ITA,DF,Genoa,it Serie A,27,1985,14,14,1260,14.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,Matches
484,Paolo Cannavaro\Paolo-Cannavaro,it ITA,DF,Napoli,it Serie A,31,1981,32,32,2845,31.6,1,1,1,0,0,8,0,0.03,0.03,0.06,0.03,0.06,Matches
485,Joan Capdevila\Joan-Capdevila,es ESP,DF,Espanyol,es La Liga,34,1978,26,25,2253,25.0,0,1,0,0,0,6,0,0.00,0.04,0.04,0.00,0.04,Matches
486,Daniele Capelli\Daniele-Capelli,it ITA,DF,Atalanta,it Serie A,26,1986,1,1,72,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
487,Étienne Capoue\Etienne-Capoue,fr FRA,MF,Toulouse,fr Ligue 1,24,1988,34,34,3016,33.5,7,3,6,1,2,8,1,0.21,0.09,0.30,0.18,0.27,Matches
488,Lionel Cappone\Lionel-Cappone,fr FRA,GK,Brest,fr Ligue 1,33,1979,1,0,14,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
489,Gianluca Caprari\Gianluca-Caprari,it ITA,FWMF,Pescara,it Serie A,19,1993,24,14,1280,14.2,2,0,2,0,0,1,0,0.14,0.00,0.14,0.14,0.14,Matches
490,Ciro Capuano\Ciro-Capuano,it ITA,DF,Catania,it Serie A,31,1981,14,9,676,7.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,Matches
491,Marco Capuano\Marco-Capuano,it ITA,DF,Pescara,it Serie A,20,1991,26,23,2123,23.6,0,0,0,0,0,3,1,0.00,0.00,0.00,0.00,0.00,Matches
492,Milton Caraglio\Milton-Caraglio,ar ARG,FW,Pescara,it Serie A,23,1988,4,3,262,2.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,Matches
493,Carlão\Carlao,br BRA,DFMF,Sochaux,fr Ligue 1,26,1986,15,13,988,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,Matches
494,Juan Carlos Valerón\Juan-Carlos-Valeron,es ESP,MF,La Coruña,es La Liga,37,1975,33,28,2250,25.0,1,7,1,0,0,2,0,0.04,0.28,0.32,0.04,0.32,Matches
495,José Carlos\Jose-Carlos,es ESP,FWMF,Rayo Vallecano,es La Liga,25,1987,32,21,2118,23.5,2,1,2,0,0,4,0,0.08,0.04,0.13,0.08,0.13,Matches
496,Adrià Carmona\Adria-Carmona,es ESP,FWMF,Zaragoza,es La Liga,20,1992,3,0,57,0.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,Matches
