Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
2349,Renato Steffen\Renato-Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,26,1991,31,18,1503,16.7,5,1,5,0,0,4,0,0.30,0.06,0.36,0.30,0.36,3.0,3.0,1.7,4.7,0.18,0.10,0.28,0.18,0.28,Matches
2350,Marc Stendera\Marc-Stendera,de GER,MF,Eint Frankfurt,de Bundesliga,22,1995,7,0,110,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.14,0.14,0.00,0.14,Matches
2351,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Freiburg,de Bundesliga,22,1996,21,16,1449,16.1,0,2,0,0,0,5,1,0.00,0.12,0.12,0.00,0.12,0.9,0.9,1.4,2.4,0.06,0.09,0.15,0.06,0.15,Matches
2352,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,eng Premier League,29,1989,30,29,2485,27.6,1,1,1,0,0,6,1,0.04,0.04,0.07,0.04,0.07,0.3,0.3,0.7,1.0,0.01,0.03,0.04,0.01,0.04,Matches
2353,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,24,1994,24,19,1700,18.9,1,0,1,0,0,4,0,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.3,1.0,0.04,0.01,0.05,0.04,0.05,Matches
2354,Mariusz St?pi?ski\Mariusz-Stepinski,pl POL,FW,Chievo,it Serie A,23,1995,35,27,2476,27.5,6,2,6,0,0,5,0,0.22,0.07,0.29,0.22,0.29,8.1,8.1,1.4,9.5,0.30,0.05,0.34,0.30,0.34,Matches
2355,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,eng Premier League,23,1994,34,31,2771,30.8,17,9,17,0,0,3,0,0.55,0.29,0.84,0.55,0.84,13.8,13.8,9.2,23.0,0.45,0.30,0.75,0.45,0.75,Matches
2356,Lars Stindl\Lars-Stindl,de GER,FWMF,M'Gladbach,de Bundesliga,29,1988,21,19,1508,16.8,3,1,3,0,0,3,0,0.18,0.06,0.24,0.18,0.24,2.7,2.7,2.9,5.6,0.16,0.17,0.34,0.16,0.34,Matches
2357,Kevin Stöger\Kevin-Stoger,at AUT,MF,Düsseldorf,de Bundesliga,24,1993,25,24,2118,23.5,1,7,1,0,0,8,0,0.04,0.30,0.34,0.04,0.34,2.0,2.0,6.0,8.0,0.08,0.26,0.34,0.08,0.34,Matches
2358,John Stones\John-Stones,eng ENG,DF,Manchester City,eng Premier League,24,1994,24,20,1764,19.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.01,0.01,0.02,0.01,0.02,Matches
2359,Thomas Strakosha\Thomas-Strakosha,al ALB,GK,Lazio,it Serie A,23,1995,35,35,3150,35.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2360,Tobias Strobl\Tobias-Strobl,de GER,MFDF,M'Gladbach,de Bundesliga,28,1990,29,26,2293,25.5,0,4,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,0.9,0.9,1.5,2.4,0.04,0.06,0.09,0.04,0.09,Matches
2361,Kevin Strootman\Kevin-Strootman,nl NED,MF,Roma,it Serie A,28,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07,Matches
2362,Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,fr Ligue 1,28,1990,28,21,1942,21.6,1,5,1,0,0,7,0,0.05,0.23,0.28,0.05,0.28,1.5,1.5,1.4,2.9,0.07,0.06,0.13,0.07,0.13,Matches
2363,Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DFMF,Udinese,it Serie A,27,1991,36,36,3234,35.9,1,4,1,0,0,6,0,0.03,0.11,0.14,0.03,0.14,1.6,1.6,1.8,3.5,0.05,0.05,0.10,0.05,0.10,Matches
2364,Cristhian Stuani\Cristhian-Stuani,uy URU,FW,Girona,es La Liga,31,1986,32,30,2729,30.3,19,0,14,5,5,9,0,0.63,0.00,0.63,0.46,0.46,12.4,8.8,1.0,9.8,0.41,0.03,0.44,0.29,0.32,Matches
2365,Leo Štulac\Leo-Stulac,si SVN,MF,Parma,it Serie A,23,1994,26,17,1452,16.1,0,2,0,0,0,3,1,0.00,0.12,0.12,0.00,0.12,0.7,0.7,2.1,2.8,0.04,0.13,0.17,0.04,0.17,Matches
2366,Stefano Sturaro\Stefano-Sturaro,it ITA,MF,Genoa,it Serie A,25,1993,5,4,213,2.4,1,0,1,0,0,0,1,0.42,0.00,0.42,0.42,0.42,0.1,0.1,0.2,0.3,0.05,0.08,0.13,0.05,0.13,Matches
2367,Daniel Sturridge\Daniel-Sturridge,eng ENG,FWMF,Liverpool,eng Premier League,28,1989,18,4,509,5.7,2,1,2,0,0,1,0,0.35,0.18,0.53,0.35,0.53,1.3,1.3,1.2,2.5,0.23,0.21,0.44,0.23,0.44,Matches
2368,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,30,1988,36,36,3240,36.0,0,3,0,0,0,13,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,4.3,4.9,0.02,0.12,0.13,0.02,0.13,Matches
2369,Denis Suárez\Denis-Suarez,es ESP,MF,Barcelona,es La Liga,24,1994,2,0,19,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,1.56,0.41,1.97,1.56,1.97,Matches
2370,Denis Suárez\Denis-Suarez,es ESP,FW,Arsenal,eng Premier League,24,1994,4,0,71,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2371,Leonardo Suárez\Leonardo-Suarez,ar ARG,FWMF,Valladolid,es La Liga,22,1996,12,7,517,5.7,2,0,2,0,0,0,0,0.35,0.00,0.35,0.35,0.35,1.9,1.9,0.4,2.3,0.33,0.07,0.40,0.33,0.40,Matches
2372,Luis Suárez\Luis-Suarez,uy URU,FW,Barcelona,es La Liga,31,1987,33,31,2827,31.4,21,6,17,4,4,5,0,0.67,0.19,0.86,0.54,0.73,21.1,18.0,6.7,24.7,0.67,0.21,0.88,0.57,0.79,Matches
2373,Mario Suárez\Mario-Suarez,es ESP,MF,Rayo Vallecano,es La Liga,31,1987,14,11,1026,11.4,2,0,2,0,0,5,0,0.18,0.00,0.18,0.18,0.18,0.9,0.9,0.6,1.6,0.08,0.06,0.14,0.08,0.14,Matches
2374,Mathías Suárez\Mathias-Suarez,uy URU,DF,Montpellier,fr Ligue 1,22,1996,10,7,550,6.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.4,0.01,0.06,0.07,0.01,0.07,Matches
2375,Danijel Subaši?\Danijel-Subasic,hr CRO,GK,Monaco,fr Ligue 1,33,1984,14,14,1136,12.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2376,Neven Suboti?\Neven-Subotic,rs SRB,DF,Saint-Étienne,fr Ligue 1,29,1988,26,26,2149,23.9,1,0,1,0,0,2,1,0.04,0.00,0.04,0.04,0.04,1.6,1.6,0.3,1.9,0.07,0.01,0.08,0.07,0.08,Matches
2377,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,eng Premier League,22,1996,30,9,1052,11.7,1,1,1,0,0,4,0,0.09,0.09,0.17,0.09,0.17,2.6,2.6,2.0,4.6,0.22,0.17,0.39,0.22,0.39,Matches
2378,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,de Bundesliga,22,1995,31,29,2654,29.5,2,0,2,0,0,3,0,0.07,0.00,0.07,0.07,0.07,1.6,1.6,0.3,1.9,0.05,0.01,0.06,0.05,0.06,Matches
2379,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,eng Premier League,29,1989,18,14,1302,14.5,0,1,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.2,0.2,1.0,1.2,0.01,0.07,0.08,0.01,0.08,Matches
2380,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,eng Premier League,31,1986,18,16,1439,16.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,1.1,0.02,0.05,0.07,0.02,0.07,Matches
2381,Sam Surridge\Sam-Surridge,eng ENG,FWDF,Bournemouth,eng Premier League,20,1998,2,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,2.70,0.44,3.14,2.70,3.14,Matches
2382,Markel Susaeta\Markel-Susaeta,es ESP,FW,Athletic Club,es La Liga,30,1987,22,15,1379,15.3,1,2,1,0,0,4,1,0.07,0.13,0.20,0.07,0.20,0.7,0.7,2.4,3.0,0.04,0.15,0.20,0.04,0.20,Matches
2383,Suso\Suso,es ESP,FWMF,Milan,it Serie A,24,1993,35,35,3018,33.5,7,10,7,0,0,9,1,0.21,0.30,0.51,0.21,0.51,3.8,3.8,8.9,12.7,0.11,0.26,0.38,0.11,0.38,Matches
2384,Markus Suttner\Markus-Suttner,at AUT,DFMF,Düsseldorf,de Bundesliga,31,1987,6,6,489,5.4,1,1,1,0,0,1,0,0.18,0.18,0.37,0.18,0.37,0.2,0.2,0.8,1.0,0.04,0.15,0.19,0.04,0.19,Matches
2385,Mattias Svanberg\Mattias-Svanberg,se SWE,MF,Bologna,it Serie A,19,1999,23,13,1176,13.1,0,3,0,0,0,2,0,0.00,0.23,0.23,0.00,0.23,1.0,1.0,1.1,2.0,0.07,0.08,0.16,0.07,0.16,Matches
2386,Sanasi Sy\Sanasi-Sy,fr FRA,MF,Amiens,fr Ligue 1,19,1999,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2387,Seydou Sy\Seydou-Sy,sn SEN,GK,Monaco,fr Ligue 1,22,1995,3,2,226,2.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2388,Issiaga Sylla\Issiaga-Sylla,gn GUI,DFMF,Toulouse,fr Ligue 1,24,1994,24,23,1994,22.2,2,0,2,0,0,5,0,0.09,0.00,0.09,0.09,0.09,2.0,2.0,1.2,3.1,0.09,0.05,0.14,0.09,0.14,Matches
2389,Moussa Sylla\Moussa-Sylla,fr FRA,FWMF,Monaco,fr Ligue 1,18,1999,18,7,769,8.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,2.4,2.4,1.7,4.1,0.28,0.20,0.48,0.28,0.48,Matches
2390,Eddy Sylvestre\Eddy-Sylvestre,fr FRA,FW,Nice,fr Ligue 1,18,1999,5,3,266,3.0,0,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.5,0.5,0.1,0.6,0.15,0.04,0.19,0.15,0.19,Matches
2391,Ádám Szalai\Adam-Szalai,hu HUN,FW,Hoffenheim,de Bundesliga,30,1987,30,15,1627,18.1,6,3,6,0,0,3,0,0.33,0.17,0.50,0.33,0.50,8.5,8.5,2.4,10.9,0.47,0.13,0.61,0.47,0.61,Matches
2392,Wojciech Szcz?sny\Wojciech-Szczesny,pl POL,GK,Juventus,it Serie A,28,1990,28,28,2520,28.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2393,Alexander Sørloth\Alexander-Sorloth,no NOR,FWMF,Crystal Palace,eng Premier League,22,1995,12,0,185,2.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.7,0.9,0.13,0.32,0.45,0.13,0.45,Matches
2394,Franck Tabanou\Franck-Tabanou,fr FRA,DF,Guingamp,fr Ligue 1,29,1989,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2395,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,de Bundesliga,22,1996,33,33,2937,32.6,3,1,3,0,0,3,0,0.09,0.03,0.12,0.09,0.12,1.8,1.8,0.8,2.6,0.05,0.03,0.08,0.05,0.08,Matches
2396,Flavien Tait\Flavien-Tait,fr FRA,MFFW,Angers,fr Ligue 1,25,1993,36,34,2985,33.2,5,7,5,0,1,2,0,0.15,0.21,0.36,0.15,0.36,6.7,5.7,7.1,12.8,0.20,0.21,0.42,0.17,0.39,Matches
2397,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Nice,fr Ligue 1,24,1994,37,34,2942,32.7,0,3,0,0,0,7,0,0.00,0.09,0.09,0.00,0.09,1.0,0.8,1.7,2.5,0.03,0.05,0.08,0.03,0.08,Matches
2398,Strahinja Tanasijevi?\Strahinja-Tanasijevic,rs SRB,DF,Chievo,it Serie A,21,1997,1,0,17,0.2,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.13,0.00,0.13,0.13,0.13,Matches
2399,Matt Targett\Matt-Targett,eng ENG,DFMF,Southampton,eng Premier League,22,1995,16,13,1186,13.2,1,3,1,0,0,2,0,0.08,0.23,0.30,0.08,0.30,0.6,0.6,2.7,3.3,0.05,0.21,0.25,0.05,0.25,Matches
2400,Rodrigo Tarín\Rodrigo-Tarin,es ESP,DF,Leganés,es La Liga,22,1996,18,15,1429,15.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.4,0.02,0.00,0.02,0.02,0.02,Matches
2401,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,eng Premier League,25,1992,35,35,3086,34.3,3,1,3,0,0,8,0,0.09,0.03,0.12,0.09,0.12,3.5,3.5,0.2,3.7,0.10,0.01,0.11,0.10,0.11,Matches
2402,Ciprian T?t?ru?anu\Ciprian-Tatarusanu,ro ROU,GK,Nantes,fr Ligue 1,32,1986,27,27,2390,26.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
2403,Júlio Tavares\Julio-Tavares,cv CPV,FW,Dijon,fr Ligue 1,29,1988,36,31,2805,31.2,5,4,4,1,1,4,0,0.16,0.13,0.29,0.13,0.26,9.5,8.8,2.3,11.0,0.31,0.07,0.38,0.28,0.35,Matches
2404,Júnior Tavares\Junior-Tavares,br BRA,DF,Sampdoria,it Serie A,21,1996,3,2,184,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.3,0.01,0.12,0.13,0.01,0.13,Matches
2405,Taleb Tawatha\Taleb-Tawatha,il ISR,DFFW,Eint Frankfurt,de Bundesliga,26,1992,3,1,125,1.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2406,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,eng Premier League,24,1993,38,35,3243,36.0,0,1,0,0,0,2,0,0.00,0.03,0.03,0.00,0.03,0.1,0.1,1.0,1.1,0.00,0.03,0.03,0.00,0.03,Matches
2407,Malik Tchokounté\Malik-Tchokounte,fr FRA,FWMF,Caen,fr Ligue 1,29,1988,29,16,1473,16.4,0,2,0,0,0,3,0,0.00,0.12,0.12,0.00,0.12,2.4,2.4,0.5,2.8,0.14,0.03,0.17,0.14,0.17,Matches
2408,Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Bordeaux,fr Ligue 1,18,2000,10,8,704,7.8,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.5,0.9,0.05,0.06,0.11,0.05,0.11,Matches
2409,Georg Teigl\Georg-Teigl,at AUT,MFFW,Augsburg,de Bundesliga,27,1991,6,2,296,3.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02,Matches
2410,Cristian Tello\Cristian-Tello,es ESP,DFMF,Betis,es La Liga,26,1991,29,13,1573,17.5,4,6,4,0,0,3,0,0.23,0.34,0.57,0.23,0.57,3.0,3.0,2.7,5.7,0.17,0.16,0.33,0.17,0.33,Matches
2411,?ukasz Teodorczyk\Lukasz-Teodorczyk,pl POL,FWMF,Udinese,it Serie A,27,1991,16,2,400,4.4,1,0,1,0,1,1,0,0.23,0.00,0.23,0.23,0.23,1.9,1.0,0.0,1.1,0.43,0.01,0.44,0.23,0.24,Matches
2412,Hidde ter Avest\Hidde-ter-Avest,nl NED,DFMF,Udinese,it Serie A,21,1997,13,12,973,10.8,0,1,0,0,0,0,0,0.00,0.09,0.09,0.00,0.09,0.3,0.3,0.9,1.1,0.02,0.08,0.10,0.02,0.10,Matches
2413,Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,es La Liga,26,1992,35,35,3150,35.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2414,Pietro Terracciano\Pietro-Terracciano,it ITA,GK,Fiorentina,it Serie A,28,1990,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2415,Pietro Terracciano\Pietro-Terracciano,it ITA,GK,Empoli,it Serie A,28,1990,8,8,720,8.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2416,Marco Terrazzino\Marco-Terrazzino,de GER,FWMF,Freiburg,de Bundesliga,27,1991,13,7,517,5.7,1,0,1,0,0,0,0,0.17,0.00,0.17,0.17,0.17,1.0,1.0,0.6,1.7,0.18,0.11,0.29,0.18,0.29,Matches
2417,Martin Terrier\Martin-Terrier,fr FRA,FW,Lyon,fr Ligue 1,21,1997,32,16,1486,16.5,9,0,9,0,0,2,0,0.55,0.00,0.55,0.55,0.55,4.1,4.1,3.4,7.5,0.25,0.21,0.45,0.25,0.45,Matches
2418,Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,fr Ligue 1,22,1995,13,12,1048,11.6,0,3,0,0,0,1,0,0.00,0.26,0.26,0.00,0.26,0.8,0.8,1.9,2.7,0.07,0.16,0.23,0.07,0.23,Matches
2419,Cedric Teuchert\Cedric-Teuchert,de GER,FW,Schalke 04,de Bundesliga,21,1997,5,2,160,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
2420,Florian Thauvin\Florian-Thauvin,fr FRA,FWMF,Marseille,fr Ligue 1,25,1993,33,30,2613,29.0,16,8,14,2,2,5,1,0.55,0.28,0.83,0.48,0.76,11.5,10.0,4.9,14.9,0.40,0.17,0.56,0.34,0.51,Matches
2421,Cyril Théréau\Cyril-Thereau,fr FRA,FW,Fiorentina,it Serie A,35,1983,2,0,30,0.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.16,0.00,0.16,0.16,0.16,Matches
2422,Cyril Théréau\Cyril-Thereau,fr FRA,FWMF,Cagliari,it Serie A,35,1983,5,1,131,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.00,0.04,0.04,0.04,Matches
2423,Sada Thioub\Sada-Thioub,sn SEN,FWMF,Nîmes,fr Ligue 1,23,1995,38,27,2476,27.5,3,5,3,0,0,3,0,0.11,0.18,0.29,0.11,0.29,3.4,3.4,3.5,6.9,0.13,0.13,0.25,0.13,0.25,Matches
2424,Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,fr Ligue 1,30,1988,28,27,2394,26.6,2,1,2,0,0,4,0,0.08,0.04,0.11,0.08,0.11,1.6,1.6,0.2,1.9,0.06,0.01,0.07,0.06,0.07,Matches
2425,Adrien Thomasson\Adrien-Thomasson,fr FRA,MFFW,Strasbourg,fr Ligue 1,24,1993,34,28,2479,27.5,5,8,5,0,0,5,1,0.18,0.29,0.47,0.18,0.47,4.5,4.4,3.4,7.8,0.16,0.12,0.29,0.16,0.28,Matches
2426,Erik Thommy\Erik-Thommy,de GER,MFFW,Stuttgart,de Bundesliga,23,1994,19,6,794,8.8,1,1,1,0,0,3,1,0.11,0.11,0.23,0.11,0.23,1.2,1.2,1.5,2.7,0.13,0.17,0.30,0.13,0.30,Matches
2427,Marcus Thuram\Marcus-Thuram,fr FRA,FWMF,Guingamp,fr Ligue 1,20,1997,32,32,2571,28.6,9,1,5,4,5,4,2,0.32,0.04,0.35,0.18,0.21,10.0,6.2,3.3,9.5,0.35,0.12,0.47,0.22,0.33,Matches
2428,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,eng Premier League,21,1997,13,13,1086,12.1,3,4,3,0,0,2,0,0.25,0.33,0.58,0.25,0.58,1.8,1.8,2.5,4.3,0.15,0.21,0.36,0.15,0.36,Matches
2429,Youri Tielemans\Youri-Tielemans,be BEL,MF,Monaco,fr Ligue 1,21,1997,20,20,1680,18.7,5,1,4,1,1,5,0,0.27,0.05,0.32,0.21,0.27,3.1,2.3,1.6,3.9,0.17,0.09,0.25,0.12,0.21,Matches
2430,Timothy Tillman\Timothy-Tillman,de GER,FWMF,Nürnberg,de Bundesliga,19,1999,6,1,206,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.6,0.07,0.17,0.24,0.07,0.24,Matches
2431,Cheick Timite\Cheick-Timite,ci CIV,FWMF,Amiens,fr Ligue 1,20,1997,27,15,1456,16.2,1,1,1,0,0,2,0,0.06,0.06,0.12,0.06,0.12,2.6,2.6,1.1,3.8,0.16,0.07,0.23,0.16,0.23,Matches
2432,David Timor\David-Timor,es ESP,MFFW,Girona,es La Liga,28,1989,2,2,163,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.05,0.04,0.09,0.05,0.09,Matches
2433,George Timotheou\George-Timotheou,au AUS,DF,Schalke 04,de Bundesliga,21,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.03,0.00,0.03,0.03,0.03,Matches
2434,Marcel Tisserand\Marcel-Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,25,1993,10,10,886,9.8,1,0,1,0,0,2,0,0.10,0.00,0.10,0.10,0.10,1.7,1.7,0.1,1.8,0.17,0.01,0.18,0.17,0.18,Matches
2435,Tito\Tito,es ESP,DF,Rayo Vallecano,es La Liga,33,1985,15,12,1098,12.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.01,0.01,0.02,0.01,0.02,Matches
2436,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Barcelona,es La Liga,18,1999,2,2,157,1.7,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2437,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Toulouse,fr Ligue 1,18,1999,10,10,834,9.3,1,0,1,0,0,3,1,0.11,0.00,0.11,0.11,0.11,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04,Matches
2438,Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FW,Villarreal,es La Liga,25,1992,34,24,2144,23.8,10,1,10,0,1,5,0,0.42,0.04,0.46,0.42,0.46,10.6,9.9,1.7,11.7,0.45,0.07,0.52,0.42,0.49,Matches
2439,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,23,1994,2,1,52,0.6,1,0,1,0,0,0,0,1.73,0.00,1.73,1.73,1.73,0.3,0.3,0.1,0.4,0.52,0.23,0.74,0.52,0.74,Matches
2440,Rafael Tolói\Rafael-Toloi,it ITA,DF,Atalanta,it Serie A,27,1990,21,20,1746,19.4,1,3,1,0,0,1,1,0.05,0.15,0.21,0.05,0.21,1.7,1.7,2.0,3.7,0.09,0.10,0.19,0.09,0.19,Matches
2441,Raúl de Tomás\Raul-de-Tomas,es ESP,FW,Rayo Vallecano,es La Liga,23,1994,33,32,2813,31.3,14,1,14,0,0,5,0,0.45,0.03,0.48,0.45,0.48,12.3,12.3,1.8,14.0,0.39,0.06,0.45,0.39,0.45,Matches
2442,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,29,1989,29,29,2560,28.4,1,1,1,0,0,5,0,0.04,0.04,0.07,0.04,0.07,1.3,1.3,0.9,2.2,0.04,0.03,0.08,0.04,0.08,Matches
2443,Nenad Tomovi?\Nenad-Tomovic,rs SRB,DF,Chievo,it Serie A,30,1987,10,9,739,8.2,1,0,1,0,0,1,0,0.12,0.00,0.12,0.12,0.12,0.6,0.6,0.1,0.7,0.07,0.01,0.08,0.07,0.08,Matches
2444,Lorenzo Tonelli\Lorenzo-Tonelli,it ITA,DF,Sampdoria,it Serie A,28,1990,19,17,1655,18.4,1,0,1,0,0,6,0,0.05,0.00,0.05,0.05,0.05,0.3,0.3,0.0,0.4,0.02,0.00,0.02,0.02,0.02,Matches
2445,Toño\Tono,es ESP,DFMF,Levante,es La Liga,28,1989,21,21,1763,19.6,2,2,2,0,0,4,0,0.10,0.10,0.20,0.10,0.20,1.3,1.3,1.5,2.7,0.06,0.07,0.14,0.06,0.14,Matches
2446,Ömer Toprak\Omer-Toprak,tr TUR,DF,Dortmund,de Bundesliga,29,1989,9,1,236,2.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
2447,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,eng Premier League,22,1996,34,24,2382,26.5,2,2,2,0,0,7,1,0.08,0.08,0.15,0.08,0.15,1.6,1.6,1.2,2.8,0.06,0.05,0.11,0.06,0.11,Matches
2448,Daniel Torres\Daniel-Torres,co COL,MF,Alavés,es La Liga,28,1989,2,1,71,0.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
2449,Ferrán Torres\Ferran-Torres,es ESP,MFFW,Valencia,es La Liga,18,2000,24,8,850,9.4,2,1,2,0,0,5,0,0.21,0.11,0.32,0.21,0.32,1.6,1.6,1.5,3.1,0.17,0.16,0.33,0.17,0.33,Matches
2450,Lucas Torró\Lucas-Torro,es ESP,MF,Eint Frankfurt,de Bundesliga,24,1994,8,6,560,6.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.4,0.04,0.03,0.06,0.04,0.06,Matches
2451,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,20,1997,14,13,1158,12.9,2,2,2,0,0,3,1,0.16,0.16,0.31,0.16,0.31,0.7,0.7,0.6,1.2,0.05,0.04,0.10,0.05,0.10,Matches
